"namePlayerBREF","slugPlayerBREF","isActive","yearsPlayer","countSeasons","slugSeasonRookie","slugSeasonLast","urlPlayerBioBREF"
"Kadeem Allen","allenka01",TRUE,"2018-2020",3,"2017-18","2019-20","https://www.basketball-reference.com/players/a/allenka01.html"
"Kadeem Jack","jackka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/j/jackka01.html"
"Kahlil Whitney","whitnka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/w/whitnka01.html"
"Kaiser Gates","gateska01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/g/gateska01.html"
"Kaleb Tarczewski","tarczka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/t/tarczka01.html"
"Kaleb Wesson","wessoka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/w/wessoka01.html"
"Kalin Lucas","lucaska01",TRUE,"2015-2019",5,"2014-15","2018-19","https://www.basketball-reference.com/players/l/lucaska01.html"
"Kamar Baldwin","baldwka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/b/baldwka01.html"
"Kamari Murphy","murphka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/m/murphka01.html"
"Kaniel Dickens","dickeka01",FALSE,"2004-2008",5,"2003-04","2007-08","https://www.basketball-reference.com/players/d/dickeka01.html"
"Kannard Johnson","johnska01",FALSE,"1988",1,"1987-88","1987-88","https://www.basketball-reference.com/players/j/johnska01.html"
"Kareem Abdul-Jabbar","abdulka01",FALSE,"1970-1989",20,"1969-70","1988-89","https://www.basketball-reference.com/players/a/abdulka01.html"
"Kareem Rush","rushka01",FALSE,"2003-2010",8,"2002-03","2009-10","https://www.basketball-reference.com/players/r/rushka01.html"
"Karim Mané","maneka01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/m/maneka01.html"
"Karl Malone","malonka01",FALSE,"1986-2004",19,"1985-86","2003-04","https://www.basketball-reference.com/players/m/malonka01.html"
"Karl-Anthony Towns","townska01",TRUE,"2016-2021",6,"2015-16","2020-21","https://www.basketball-reference.com/players/t/townska01.html"
"Kasib Powell","powelka01",FALSE,"2008",1,"2007-08","2007-08","https://www.basketball-reference.com/players/p/powelka01.html"
"Kavell Bigby-Williams","bigbyka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/b/bigbyka01.html"
"Kavion Pippen","pippeka01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/p/pippeka01.html"
"Kawhi Leonard","leonaka01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/l/leonaka01.html"
"Kay Felder","feldeka01",FALSE,"2017-2018",2,"2016-17","2017-18","https://www.basketball-reference.com/players/f/feldeka01.html"
"Keandre Cook","cookke01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/c/cookke01.html"
"Kebu Stewart","stewake01",FALSE,"1998",1,"1997-98","1997-98","https://www.basketball-reference.com/players/s/stewake01.html"
"Kedrick Brown","brownke01",FALSE,"2002-2005",4,"2001-02","2004-05","https://www.basketball-reference.com/players/b/brownke01.html"
"Keenan Evans","evanske01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/e/evanske01.html"
"Keifer Sykes","sykeske01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/sykeske01.html"
"Keita Bates-Diop","bateske01",TRUE,"2019-2021",3,"2018-19","2020-21","https://www.basketball-reference.com/players/b/bateske01.html"
"Keith Appling","applike01",FALSE,"2016",1,"2015-16","2015-16","https://www.basketball-reference.com/players/a/applike01.html"
"Keith Askins","askinke01",FALSE,"1991-1999",9,"1990-91","1998-99","https://www.basketball-reference.com/players/a/askinke01.html"
"Keith Benson","bensoke02",FALSE,"2012",1,"2011-12","2011-12","https://www.basketball-reference.com/players/b/bensoke02.html"
"Keith Bogans","boganke01",FALSE,"2004-2014",11,"2003-04","2013-14","https://www.basketball-reference.com/players/b/boganke01.html"
"Keith Booth","boothke01",FALSE,"1998-1999",2,"1997-98","1998-99","https://www.basketball-reference.com/players/b/boothke01.html"
"Keith Clanton","clantke01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/c/clantke01.html"
"Keith Closs","closske01",FALSE,"1998-2000",3,"1997-98","1999-00","https://www.basketball-reference.com/players/c/closske01.html"
"Keith Edmonson","edmonke01",FALSE,"1983-1984",2,"1982-83","1983-84","https://www.basketball-reference.com/players/e/edmonke01.html"
"Keith Erickson","erickke01",FALSE,"1966-1977",12,"1965-66","1976-77","https://www.basketball-reference.com/players/e/erickke01.html"
"Keith Herron","herroke01",FALSE,"1979-1982",4,"1978-79","1981-82","https://www.basketball-reference.com/players/h/herroke01.html"
"Keith Hornsby","hornske01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/hornske01.html"
"Keith Jennings","jennike01",FALSE,"1993-1995",3,"1992-93","1994-95","https://www.basketball-reference.com/players/j/jennike01.html"
"Keith Langford","langfke01",FALSE,"2008",1,"2007-08","2007-08","https://www.basketball-reference.com/players/l/langfke01.html"
"Keith Lee","leeke01",FALSE,"1986-1989",4,"1985-86","1988-89","https://www.basketball-reference.com/players/l/leeke01.html"
"Keith McCord","mccorke01",FALSE,"1981",1,"1980-81","1980-81","https://www.basketball-reference.com/players/m/mccorke01.html"
"Keith McLeod","mcleoke01",FALSE,"2004-2007",4,"2003-04","2006-07","https://www.basketball-reference.com/players/m/mcleoke01.html"
"Keith Owens","owenske01",FALSE,"1992",1,"1991-92","1991-92","https://www.basketball-reference.com/players/o/owenske01.html"
"Keith Smart","smartke01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/s/smartke01.html"
"Keith Smith","smithke03",FALSE,"1987",1,"1986-87","1986-87","https://www.basketball-reference.com/players/s/smithke03.html"
"Keith Starr","starrke01",FALSE,"1977",1,"1976-77","1976-77","https://www.basketball-reference.com/players/s/starrke01.html"
"Keith Swagerty","swageke01",FALSE,"1969-1970",2,"1968-69","1969-70","https://www.basketball-reference.com/players/s/swageke01.html"
"Keith Tower","towerke01",FALSE,"1994-1997",4,"1993-94","1996-97","https://www.basketball-reference.com/players/t/towerke01.html"
"Keith Van Horn","vanhoke01",FALSE,"1998-2006",9,"1997-98","2005-06","https://www.basketball-reference.com/players/v/vanhoke01.html"
"Kelan Martin","martike03",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/m/martike03.html"
"Keldon Johnson","johnske04",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/j/johnske04.html"
"Kelenna Azubuike","azubuke01",FALSE,"2007-2012",6,"2006-07","2011-12","https://www.basketball-reference.com/players/a/azubuke01.html"
"Keljin Blevins","blevike01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/b/blevike01.html"
"Kellen Dunham","dunhake01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/d/dunhake01.html"
"Kelly McCarty","mccarke01",FALSE,"1999",1,"1998-99","1998-99","https://www.basketball-reference.com/players/m/mccarke01.html"
"Kelly Olynyk","olynyke01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/o/olynyke01.html"
"Kelly Oubre Jr.","oubreke01",TRUE,"2016-2021",6,"2015-16","2020-21","https://www.basketball-reference.com/players/o/oubreke01.html"
"Kelly Tripucka","tripuke01",FALSE,"1982-1991",10,"1981-82","1990-91","https://www.basketball-reference.com/players/t/tripuke01.html"
"Kelvin Cato","catoke01",FALSE,"1998-2007",10,"1997-98","2006-07","https://www.basketball-reference.com/players/c/catoke01.html"
"Kelvin Ransey","ranseke01",FALSE,"1981-1986",6,"1980-81","1985-86","https://www.basketball-reference.com/players/r/ranseke01.html"
"Kelvin Upshaw","upshake01",FALSE,"1989-1991",3,"1988-89","1990-91","https://www.basketball-reference.com/players/u/upshake01.html"
"Kemba Walker","walkeke02",TRUE,"2012-2020",9,"2011-12","2019-20","https://www.basketball-reference.com/players/w/walkeke02.html"
"Ken Austin","austike01",FALSE,"1984",1,"1983-84","1983-84","https://www.basketball-reference.com/players/a/austike01.html"
"Ken Bannister","bannike01",FALSE,"1985-1991",7,"1984-85","1990-91","https://www.basketball-reference.com/players/b/bannike01.html"
"Ken Boyd","boydke01",FALSE,"1975",1,"1974-75","1974-75","https://www.basketball-reference.com/players/b/boydke01.html"
"Ken Charles","charlke01",FALSE,"1974-1978",5,"1973-74","1977-78","https://www.basketball-reference.com/players/c/charlke01.html"
"Ken Corley","corleke01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/c/corleke01.html"
"Ken Durrett","durreke01",FALSE,"1972-1975",4,"1971-72","1974-75","https://www.basketball-reference.com/players/d/durreke01.html"
"Ken Green","greenke01",FALSE,"1986",1,"1985-86","1985-86","https://www.basketball-reference.com/players/g/greenke01.html"
"Ken Johnson","johnske01",FALSE,"1986",1,"1985-86","1985-86","https://www.basketball-reference.com/players/j/johnske01.html"
"Ken Johnson","johnske03",FALSE,"2003",1,"2002-03","2002-03","https://www.basketball-reference.com/players/j/johnske03.html"
"Ken Keller","kelleke01",FALSE,"1947",1,"1946-47","1946-47","https://www.basketball-reference.com/players/k/kelleke01.html"
"Ken Mayfield","mayfike01",FALSE,"1976",1,"1975-76","1975-76","https://www.basketball-reference.com/players/m/mayfike01.html"
"Ken McBride","mcbrike01",FALSE,"1955",1,"1954-55","1954-55","https://www.basketball-reference.com/players/m/mcbrike01.html"
"Ken Menke","menkeke01",FALSE,"1950",1,"1949-50","1949-50","https://www.basketball-reference.com/players/m/menkeke01.html"
"Ken Murray","murrake01",FALSE,"1951-1955",5,"1950-51","1954-55","https://www.basketball-reference.com/players/m/murrake01.html"
"Ken Norman","normake01",FALSE,"1988-1997",10,"1987-88","1996-97","https://www.basketball-reference.com/players/n/normake01.html"
"Ken Rohloff","rohloke01",FALSE,"1964",1,"1963-64","1963-64","https://www.basketball-reference.com/players/r/rohloke01.html"
"Ken Smith","smithke02",FALSE,"1976",1,"1975-76","1975-76","https://www.basketball-reference.com/players/s/smithke02.html"
"Ken Spain","spainke01",FALSE,"1971",1,"1970-71","1970-71","https://www.basketball-reference.com/players/s/spainke01.html"
"Ken Wilburn","wilbuke01",FALSE,"1968-1969",2,"1967-68","1968-69","https://www.basketball-reference.com/players/w/wilbuke01.html"
"Kendall Gill","gillke01",FALSE,"1991-2005",15,"1990-91","2004-05","https://www.basketball-reference.com/players/g/gillke01.html"
"Kendall Marshall","marshke01",FALSE,"2013-2016",4,"2012-13","2015-16","https://www.basketball-reference.com/players/m/marshke01.html"
"Kendall Pollard","pollake01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/p/pollake01.html"
"Kendall Rhine","rhineke01",FALSE,"1968-1969",2,"1967-68","1968-69","https://www.basketball-reference.com/players/r/rhineke01.html"
"Kendrick Nunn","nunnke01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/n/nunnke01.html"
"Kendrick Perkins","perkike01",FALSE,"2004-2018",15,"2003-04","2017-18","https://www.basketball-reference.com/players/p/perkike01.html"
"Kennard Winchester","winchke01",FALSE,"1991-1993",3,"1990-91","1992-93","https://www.basketball-reference.com/players/w/winchke01.html"
"Kennedy Meeks","meekske01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/m/meekske01.html"
"Kenneth Faried","farieke01",TRUE,"2012-2019",8,"2011-12","2018-19","https://www.basketball-reference.com/players/f/farieke01.html"
"Kenneth Gardner","gardnke01",FALSE,"1976",1,"1975-76","1975-76","https://www.basketball-reference.com/players/g/gardnke01.html"
"Kenny Anderson","anderke01",FALSE,"1992-2005",14,"1991-92","2004-05","https://www.basketball-reference.com/players/a/anderke01.html"
"Kenny Battle","battlke01",FALSE,"1990-1993",4,"1989-90","1992-93","https://www.basketball-reference.com/players/b/battlke01.html"
"Kenny Carr","carrke01",FALSE,"1978-1987",10,"1977-78","1986-87","https://www.basketball-reference.com/players/c/carrke01.html"
"Kenny Dennard","dennake01",FALSE,"1982-1984",3,"1981-82","1983-84","https://www.basketball-reference.com/players/d/dennake01.html"
"Kenny Fields","fieldke01",FALSE,"1985-1988",4,"1984-85","1987-88","https://www.basketball-reference.com/players/f/fieldke01.html"
"Kenny Gattison","gattike01",FALSE,"1987-1996",10,"1986-87","1995-96","https://www.basketball-reference.com/players/g/gattike01.html"
"Kenny Green","greenke02",FALSE,"1986-1987",2,"1985-86","1986-87","https://www.basketball-reference.com/players/g/greenke02.html"
"Kenny Higgs","higgske01",FALSE,"1979-1982",4,"1978-79","1981-82","https://www.basketball-reference.com/players/h/higgske01.html"
"Kenny Kadji","kadjike01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/k/kadjike01.html"
"Kenny McIntosh","mcintke01",FALSE,"1972-1975",4,"1971-72","1974-75","https://www.basketball-reference.com/players/m/mcintke01.html"
"Kenny Natt","nattke01",FALSE,"1981-1985",5,"1980-81","1984-85","https://www.basketball-reference.com/players/n/nattke01.html"
"Kenny Payne","payneke01",FALSE,"1990-1993",4,"1989-90","1992-93","https://www.basketball-reference.com/players/p/payneke01.html"
"Kenny Rollins","rollike01",FALSE,"1949-1953",5,"1948-49","1952-53","https://www.basketball-reference.com/players/r/rollike01.html"
"Kenny Sailors","sailoke01",FALSE,"1947-1951",5,"1946-47","1950-51","https://www.basketball-reference.com/players/s/sailoke01.html"
"Kenny Satterfield","satteke01",FALSE,"2002-2003",2,"2001-02","2002-03","https://www.basketball-reference.com/players/s/satteke01.html"
"Kenny Sears","searske01",FALSE,"1956-1964",9,"1955-56","1963-64","https://www.basketball-reference.com/players/s/searske01.html"
"Kenny Smith","smithke01",FALSE,"1988-1997",10,"1987-88","1996-97","https://www.basketball-reference.com/players/s/smithke01.html"
"Kenny Thomas","thomake01",FALSE,"2000-2010",11,"1999-00","2009-10","https://www.basketball-reference.com/players/t/thomake01.html"
"Kenny Walker","walkeke01",FALSE,"1987-1995",9,"1986-87","1994-95","https://www.basketball-reference.com/players/w/walkeke01.html"
"Kenny Williams","willike03",FALSE,"1991-1994",4,"1990-91","1993-94","https://www.basketball-reference.com/players/w/willike03.html"
"Kenny Wooten","wooteke01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/w/wooteke01.html"
"Kenrich Williams","willike04",TRUE,"2019-2021",3,"2018-19","2020-21","https://www.basketball-reference.com/players/w/willike04.html"
"Kent Bazemore","bazemke01",TRUE,"2013-2021",9,"2012-13","2020-21","https://www.basketball-reference.com/players/b/bazemke01.html"
"Kent Benson","bensoke01",FALSE,"1978-1988",11,"1977-78","1987-88","https://www.basketball-reference.com/players/b/bensoke01.html"
"Kentavious Caldwell-Pope","caldwke01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/c/caldwke01.html"
"Kenton Edelin","edelike01",FALSE,"1985",1,"1984-85","1984-85","https://www.basketball-reference.com/players/e/edelike01.html"
"Kenyon Martin","martike01",FALSE,"2001-2015",15,"2000-01","2014-15","https://www.basketball-reference.com/players/m/martike01.html"
"Kenyon Martin Jr.","martike04",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/m/martike04.html"
"Keon Clark","clarkke01",FALSE,"1999-2004",6,"1998-99","2003-04","https://www.basketball-reference.com/players/c/clarkke01.html"
"Kermit Washington","washike01",FALSE,"1974-1988",15,"1973-74","1987-88","https://www.basketball-reference.com/players/w/washike01.html"
"Kerry Kittles","kittlke01",FALSE,"1997-2005",9,"1996-97","2004-05","https://www.basketball-reference.com/players/k/kittlke01.html"
"Kevin Brooks","brookke01",FALSE,"1992-1994",3,"1991-92","1993-94","https://www.basketball-reference.com/players/b/brookke01.html"
"Kevin Burleson","burleke01",FALSE,"2006",1,"2005-06","2005-06","https://www.basketball-reference.com/players/b/burleke01.html"
"Kevin Duckworth","duckwke01",FALSE,"1987-1997",11,"1986-87","1996-97","https://www.basketball-reference.com/players/d/duckwke01.html"
"Kevin Durant","duranke01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/d/duranke01.html"
"Kevin Edwards","edwarke01",FALSE,"1989-2001",13,"1988-89","2000-01","https://www.basketball-reference.com/players/e/edwarke01.html"
"Kevin Gamble","gamblke01",FALSE,"1988-1997",10,"1987-88","1996-97","https://www.basketball-reference.com/players/g/gamblke01.html"
"Kevin Garnett","garneke01",FALSE,"1996-2016",21,"1995-96","2015-16","https://www.basketball-reference.com/players/g/garneke01.html"
"Kevin Grevey","greveke01",FALSE,"1976-1985",10,"1975-76","1984-85","https://www.basketball-reference.com/players/g/greveke01.html"
"Kevin Henderson","hendeke01",FALSE,"1987-1988",2,"1986-87","1987-88","https://www.basketball-reference.com/players/h/hendeke01.html"
"Kevin Hervey","herveke01",TRUE,"2020",1,"2019-20","2019-20","https://www.basketball-reference.com/players/h/herveke01.html"
"Kevin Huerter","huertke01",TRUE,"2019-2021",3,"2018-19","2020-21","https://www.basketball-reference.com/players/h/huertke01.html"
"Kevin Johnson","johnske02",FALSE,"1988-2000",13,"1987-88","1999-00","https://www.basketball-reference.com/players/j/johnske02.html"
"Kevin Jones","joneske01",FALSE,"2013",1,"2012-13","2012-13","https://www.basketball-reference.com/players/j/joneske01.html"
"Kevin Joyce","joyceke01",FALSE,"1974-1976",3,"1973-74","1975-76","https://www.basketball-reference.com/players/j/joyceke01.html"
"Kevin Knox","knoxke01",TRUE,"2019-2021",3,"2018-19","2020-21","https://www.basketball-reference.com/players/k/knoxke01.html"
