,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1197,Isiah Williams,SR,2011-12,G,Utah Valley,GWC,33,1101,185,479,.386,102,227,83,252,.329,89,105,.848,13,78,91,73,28,4,76,49,542
1198,Ashton Gibbs,SR,2011-12,G,Pittsburgh,Big East,37,1270,183,479,.382,102,244,81,235,.345,94,110,.855,19,65,84,77,19,2,61,38,541
1199,Cleveland Melvin,SO,2011-12,F,DePaul,Big East,31,995,219,489,.448,203,419,16,70,.229,87,137,.635,76,153,229,24,25,34,69,59,541
1200,Doug McDermott,JR,2012-13,F,Creighton,MVC,36,1138,284,518,.548,207,361,77,157,.490,189,216,.875,58,218,276,57,8,2,93,56,834
1201,Erick Green,SR,2012-13,G,Virginia Tech,ACC,32,1166,261,550,.475,200,393,61,157,.389,218,267,.816,15,112,127,121,42,6,69,44,801
1202,Tyler Haws,SO,2012-13,G,Brigham Young,WCC,36,1235,276,571,.483,233,458,43,113,.381,185,211,.877,49,116,165,71,45,5,71,54,780
1203,MoMo Jones,SR,2012-13,G,Iona,MAAC,34,1246,246,561,.439,190,383,56,178,.315,221,249,.888,24,77,101,116,40,2,114,73,769
1204,Russ Smith,JR,2012-13,G,Louisville,Big East,40,1211,232,560,.414,170,371,62,189,.328,222,276,.804,41,91,132,116,83,2,108,102,748
1205,Nate Wolters,SR,2012-13,G,South Dakota State,Summit,33,1256,242,499,.485,178,330,64,169,.379,187,230,.813,36,148,184,193,57,4,77,51,735
1206,Kevin Foster,SR,2012-13,G,Santa Clara,WCC,38,1233,241,602,.400,121,267,120,335,.358,130,166,.783,15,88,103,165,91,5,131,90,732
1207,Deshaun Thomas,JR,2012-13,F,Ohio State,Big Ten,37,1309,259,583,.444,187,374,72,209,.344,141,169,.834,63,157,220,48,19,11,52,54,731
1208,Travis Bader,JR,2012-13,G,Oakland,Summit,33,1261,206,523,.394,67,163,139,360,.386,179,202,.886,12,83,95,32,30,2,47,93,730
1209,Trey Burke,SO,2012-13,G,Michigan,Big Ten,39,1378,259,560,.463,183,362,76,198,.384,133,166,.801,21,103,124,260,62,20,86,73,727
1210,Marshall Henderson,JR,2012-13,G,Mississippi,SEC,36,1134,209,549,.381,71,155,138,394,.350,166,188,.883,17,94,111,63,48,2,76,59,722
1211,Pierre Jackson,SR,2012-13,G,Baylor,Big 12,36,1252,216,506,.427,128,261,88,245,.359,192,240,.800,24,111,135,255,54,0,122,80,712
1212,Khalif Wyatt,SR,2012-13,G,Temple,A-10,34,1136,209,501,.417,134,264,75,237,.316,204,244,.836,14,84,98,135,58,7,106,75,697
1213,Anthony Ireland,JR,2012-13,G,Loyola Marymount,WCC,34,1274,228,552,.413,163,379,65,173,.376,167,203,.823,42,107,149,121,58,1,112,71,688
1214,Colt Ryan,SR,2012-13,G,Evansville,MVC,34,1121,219,517,.424,156,357,63,160,.394,184,206,.893,25,96,121,137,50,2,74,75,685
1215,Greg Gantt,SR,2012-13,G,Florida Atlantic,Sun Belt,32,1175,235,550,.427,151,333,84,217,.387,123,155,.794,22,111,133,44,25,3,78,48,677
1216,Isaiah Canaan,SR,2012-13,G,Murray State,OVC,31,1131,215,499,.431,121,245,94,254,.370,152,185,.822,19,91,110,133,47,4,98,58,676
1217,Stan Okoye,SR,2012-13,F,Virginia Military Institute,Big South,31,1010,236,523,.451,177,362,59,161,.366,135,202,.668,79,211,290,82,47,13,100,67,666
1218,Warren Niles,SR,2012-13,G,Oral Roberts,Southland,35,1277,222,507,.438,126,264,96,243,.395,122,154,.792,24,121,145,55,41,6,69,69,662
1219,Maurice Kemp,SR,2012-13,F,East Carolina,CUSA,35,1202,231,457,.505,215,399,16,58,.276,182,241,.755,87,193,280,85,61,39,67,80,660
1220,Devon Saddler,JR,2012-13,G,Delaware,CAA,33,1246,216,505,.428,160,339,56,166,.337,168,205,.820,28,121,149,91,32,6,107,68,656
1221,Kyle Vinales,SO,2012-13,G,Central Connecticut State,NEC,30,1147,229,557,.411,149,338,80,219,.365,111,138,.804,8,53,61,113,42,4,100,60,649
1222,Jahii Carson,FR,2012-13,G,Arizona State,Pac-12,35,1303,231,488,.473,198,385,33,103,.320,152,207,.734,16,112,128,177,41,2,124,89,647
1223,Brandon Davies,SR,2012-13,F,Brigham Young,WCC,36,1054,229,439,.522,224,425,5,14,.357,174,255,.682,74,213,287,88,48,35,92,111,637
1224,Mike Muscala,SR,2012-13,F,Bucknell,Patriot,34,1079,227,446,.509,223,430,4,16,.250,179,227,.789,98,280,378,78,17,80,58,74,637
1225,Frank Gaines,SR,2012-13,G,Purdue-Fort Wayne,Summit,32,1089,198,457,.433,143,297,55,160,.344,181,245,.739,34,95,129,38,44,16,79,82,632
1226,Sherrod Wright,JR,2012-13,G,George Mason,CAA,38,1228,202,434,.465,155,300,47,134,.351,181,233,.777,66,120,186,56,38,10,99,73,632
1227,Bryce Cotton,JR,2012-13,G,Providence,Big East,32,1209,195,446,.437,97,177,98,269,.364,142,178,.798,23,92,115,92,30,3,47,38,630
1228,Shane Gibson,SR,2012-13,G,Sacred Heart,NEC,29,951,212,475,.446,125,266,87,209,.416,115,132,.871,23,100,123,41,33,9,95,76,626
1229,Josh Davis,JR,2012-13,F,Tulane,CUSA,35,1250,207,421,.492,206,419,1,2,.500,202,282,.716,143,231,374,61,28,30,92,87,617
1230,Ray McCallum,JR,2012-13,G,Detroit Mercy,Horizon,33,1208,214,436,.491,172,306,42,130,.323,147,205,.717,43,124,167,147,64,20,68,66,617
1231,Mason Plumlee,SR,2012-13,F,Duke,ACC,36,1248,221,369,.599,221,369,0,0,,173,254,.681,98,260,358,70,36,52,103,92,615
1232,Seth Curry,SR,2012-13,G,Duke,ACC,35,1130,197,424,.465,102,207,95,217,.438,123,152,.809,20,69,89,54,30,6,42,60,612
1233,Javon McCrea,JR,2012-13,F,Buffalo,MAC,34,1019,240,431,.557,240,430,0,1,.000,131,185,.708,110,157,267,69,45,89,99,101,611
1234,Allen Crabbe,JR,2012-13,G,University of California,Pac-12,33,1195,215,468,.459,151,284,64,184,.348,113,139,.813,33,167,200,87,37,23,83,69,607
1235,Adrien Coleman,JR,2012-13,G,Bethune-Cookman,MEAC,34,1220,233,432,.539,225,397,8,35,.229,132,262,.504,107,144,251,100,46,15,99,85,606
1236,Joel Wright,JR,2012-13,F,Texas State,WAC,34,911,194,423,.459,177,370,17,53,.321,201,261,.770,90,143,233,57,44,20,123,132,606
1237,Jamal Olasewere,SR,2012-13,F,Long Island University,NEC,32,969,200,389,.514,180,327,20,62,.323,185,267,.693,66,208,274,43,48,20,110,108,605
1238,Ian Clark,SR,2012-13,G,Belmont,OVC,33,1102,217,400,.543,115,178,102,222,.459,65,78,.833,12,96,108,79,53,8,88,64,601
1239,Brandon Paul,SR,2012-13,G,Illinois,Big Ten,36,1153,184,459,.401,106,219,78,240,.325,152,206,.738,22,135,157,98,44,23,96,86,598
1240,Brock Motum,SR,2012-13,F,Washington State,Pac-12,32,1131,216,474,.456,171,340,45,134,.336,120,162,.741,61,140,201,35,20,26,77,74,597
1241,Cody Zeller,SO,2012-13,F,Indiana,Big Ten,36,1062,199,353,.564,199,351,0,2,.000,196,259,.757,101,188,289,47,37,45,81,80,594
1242,Kentavious Caldwell-Pope,SO,2012-13,G,Georgia,SEC,32,1086,186,430,.433,102,205,84,225,.373,135,169,.799,37,189,226,58,65,17,64,70,591
1243,Ben McLemore,FR,2012-13,G,Kansas,Big 12,37,1191,198,400,.495,125,226,73,174,.420,120,138,.870,47,145,192,73,37,25,77,69,589
1244,Trey Sumler,JR,2012-13,G,Western Carolina,Southern,32,1207,197,450,.438,143,301,54,149,.362,140,168,.833,31,113,144,114,61,2,115,70,588
1245,Kwame Vaughn,SR,2012-13,G,Cal State Fullerton,Big West,32,1116,179,399,.449,129,265,50,134,.373,180,215,.837,22,126,148,119,49,7,98,84,588
1246,Marc Trasolini,SR,2012-13,F,Santa Clara,WCC,38,1173,230,418,.550,216,377,14,41,.341,113,156,.724,100,182,282,34,32,54,64,87,587
1247,Ramon Galloway,SR,2012-13,G,La Salle,A-10,34,1133,193,461,.419,99,233,94,228,.412,105,127,.827,25,132,157,127,65,17,107,81,585
1248,Billy Baron,JR,2012-13,G,Canisius,MAAC,34,1183,189,431,.439,123,258,66,173,.382,140,170,.824,22,119,141,171,35,0,95,45,584
1249,Augustine Rubit,JR,2012-13,F,South Alabama,Sun Belt,30,995,192,400,.480,192,395,0,5,.000,198,249,.795,132,183,315,34,21,36,74,63,582
1250,C.J. Fair,JR,2012-13,F,Syracuse,Big East,40,1394,217,462,.470,187,398,30,64,.469,117,155,.755,83,192,275,29,44,42,63,63,581
1251,Kyle Randall,SR,2012-13,G,Central Michigan,MAC,31,1068,175,414,.423,109,246,66,168,.393,165,193,.855,23,86,109,79,25,1,89,42,581
1252,Tyler Brown,SR,2012-13,G,Illinois State,MVC,32,946,181,411,.440,101,206,80,205,.390,137,170,.806,26,116,142,86,46,7,94,52,579
1253,Sean Kilpatrick,JR,2012-13,G,Cincinnati,Big East,34,1169,194,488,.398,112,221,82,267,.307,107,145,.738,45,131,176,63,42,8,67,42,577
1254,Joe Young,SO,2012-13,G,Houston,CUSA,32,1048,185,404,.458,119,247,66,157,.420,140,160,.875,18,94,112,79,19,0,41,40,576
1255,Jackie Carmichael,SR,2012-13,F,Illinois State,MVC,33,1009,213,404,.527,211,393,2,11,.182,147,216,.681,83,223,306,28,32,68,77,84,575
1256,Sherwood Brown,SR,2012-13,G,Florida Gulf Coast,A-Sun,37,1225,210,449,.468,137,255,73,194,.376,81,123,.659,58,184,242,45,52,10,67,73,574
1257,Gabe Rogers,SR,2012-13,G,Northern Arizona,Big Sky,32,1115,202,517,.391,107,258,95,259,.367,74,91,.813,12,51,63,58,32,2,88,49,573
1258,Shabazz Muhammad,FR,2012-13,G,UCLA,Pac-12,32,987,202,456,.443,162,350,40,106,.377,128,180,.711,87,80,167,27,23,4,51,53,572
1259,Kelly Olynyk,JR,2012-13,F,Gonzaga,WCC,32,845,215,342,.629,206,312,9,30,.300,132,170,.776,77,158,235,55,22,36,77,72,571
1260,Joe Harris ,JR,2012-13,G,Virginia,ACC,35,1139,191,408,.468,114,227,77,181,.425,111,150,.740,30,111,141,76,31,17,70,82,570
1261,C.J. Wilcox,JR,2012-13,G,Washington,Pac-12,34,1184,201,480,.419,126,275,75,205,.366,93,114,.816,40,106,146,65,37,36,63,71,570
1262,Jeremy Atkinson,SR,2012-13,F,North Carolina-Asheville,Big South,32,1101,198,411,.482,170,323,28,88,.318,145,179,.810,77,151,228,80,50,4,86,69,569
1263,Torrey Craig,JR,2012-13,F,South Carolina Upstate,A-Sun,33,1022,194,454,.427,116,240,78,214,.364,103,144,.715,62,166,228,63,33,25,88,68,569
1264,Corey Hawkins,JR,2012-13,G,UC-Davis,Big West,28,951,183,386,.474,135,266,48,120,.400,155,184,.842,24,133,157,93,42,7,72,62,569
1265,Roberto Nelson,JR,2012-13,G,Oregon State,Pac-12,32,1000,179,404,.443,123,263,56,141,.397,155,202,.767,36,69,105,77,31,10,73,73,569
1266,Sean Armand,JR,2012-13,G,Iona,MAAC,34,1233,189,434,.435,77,160,112,274,.409,76,99,.768,45,128,173,103,42,16,69,102,566
1267,Chris Evans,SR,2012-13,F,Kent State,MAC,35,1144,189,396,.477,150,273,39,123,.317,149,204,.730,79,190,269,72,66,24,93,88,566
1268,Anthony Drmic,SO,2012-13,G,Boise State,MWC,32,1027,185,399,.464,105,195,80,204,.392,115,148,.777,30,117,147,74,20,8,67,96,565
1269,Marcus Thornton,SO,2012-13,G,William & Mary,CAA,30,1090,181,411,.440,88,197,93,214,.435,110,133,.827,11,72,83,83,26,15,92,44,565
1270,Anthony Bennett,FR,2012-13,F,Nevada-Las Vegas,MWC,35,950,202,379,.533,166,283,36,96,.375,124,177,.701,86,199,285,34,24,43,65,80,564
1271,Davion Berry,JR,2012-13,G,Weber State,Big Sky,37,1186,179,376,.476,119,231,60,145,.414,146,193,.756,15,139,154,140,45,10,75,67,564
1272,Elston Turner,SR,2012-13,G,Texas A&M,SEC,32,1139,199,467,.426,125,262,74,205,.361,89,105,.848,14,82,96,74,31,7,59,38,561
1273,Jud Dillard,SR,2012-13,F,Tennessee Tech,OVC,29,982,182,404,.450,146,297,36,107,.336,160,197,.812,57,169,226,67,31,8,87,73,560
1274,TaShawn Thomas,SO,2012-13,F,Houston,CUSA,33,1072,234,424,.552,233,415,1,9,.111,90,141,.638,98,224,322,79,34,55,69,78,559
1275,Rotnei Clarke,SR,2012-13,G,Butler,A-10,33,1099,183,444,.412,68,162,115,282,.408,77,86,.895,14,79,93,90,24,1,94,54,558
1276,Dylon Cormier,JR,2012-13,G,Loyola (MD),MAAC,34,1195,179,434,.412,151,331,28,103,.272,172,232,.741,75,80,155,84,62,11,61,66,558
1277,Murphy Burnatowski,SR,2012-13,F,Colgate,Patriot,32,974,203,474,.428,134,277,69,197,.350,82,112,.732,45,119,164,41,40,25,63,80,557
1278,Roy Devyn Marble,JR,2012-13,G,Iowa,Big Ten,37,1130,176,430,.409,127,280,49,150,.327,153,189,.810,34,113,147,112,42,10,80,50,554
1279,Anthony Raffa,SR,2012-13,G,Coastal Carolina,Big South,29,945,199,426,.467,139,256,60,170,.353,96,127,.756,23,81,104,42,55,6,57,66,554
1280,Matthew Dellavedova,SR,2012-13,G,Saint Mary's (CA),WCC,35,1273,170,421,.404,84,196,86,225,.382,127,149,.852,23,95,118,223,40,4,99,61,553
1281,Tim Hardaway,JR,2012-13,G,Michigan,Big Ten,38,1324,201,460,.437,128,265,73,195,.374,77,111,.694,9,168,177,93,26,17,71,73,552
1282,Kannon Burrage,SR,2012-13,G,Texas-San Antonio,WAC,32,1120,184,485,.379,126,312,58,173,.335,125,164,.762,54,104,158,43,29,2,78,60,551
1283,Tamir Jackson,SR,2012-13,G,Rice,CUSA,31,1090,196,506,.387,149,332,47,174,.270,110,158,.696,44,142,186,78,42,2,90,81,549
1284,Ella Ellis,SR,2012-13,F,Army,Patriot,31,839,149,332,.449,77,160,72,172,.419,178,209,.852,25,92,117,44,21,20,66,71,548
1285,Dyami Starks,SO,2012-13,G,Bryant,NEC,31,1031,193,429,.450,98,196,95,233,.408,67,79,.848,18,70,88,49,16,5,69,58,548
1286,Ricky Tarrant,SO,2012-13,G,Tulane,CUSA,35,1237,155,418,.371,84,199,71,219,.324,167,206,.811,19,78,97,125,47,2,89,80,548
1287,Rodney McGruder,SR,2012-13,G,Kansas State,Big 12,35,1171,204,462,.442,153,310,51,152,.336,88,117,.752,74,114,188,71,44,9,58,54,547
1288,Juan'ya Green,SO,2012-13,G,Niagara,MAAC,33,1253,176,438,.402,120,269,56,169,.331,138,171,.807,23,108,131,163,63,14,89,55,546
1289,Mark Lyons,SR,2012-13,G,Arizona,Pac-12,35,1062,177,407,.435,110,206,67,201,.333,125,146,.856,8,60,68,99,38,2,95,86,546
1290,Dwayne Davis,SR,2012-13,F,Southern Mississippi,CUSA,34,1026,193,395,.489,134,252,59,143,.413,100,127,.787,21,132,153,87,39,6,114,91,545
1291,James Ennis,SR,2012-13,G,Cal State Long Beach,Big West,33,1093,182,371,.491,127,217,55,154,.357,126,151,.834,65,156,221,70,58,43,99,75,545
1292,Walt Lemon ,JR,2012-13,G,Bradley,MVC,35,1200,201,446,.451,166,340,35,106,.330,108,142,.761,19,128,147,133,75,14,129,99,545
1293,Damen Bell-Holter,SR,2012-13,F,Oral Roberts,Southland,35,1106,190,371,.512,185,353,5,18,.278,159,211,.754,117,211,328,42,19,47,71,103,544
1294,Cleanthony Early,JR,2012-13,F,Wichita State,MVC,39,979,184,404,.455,137,256,47,148,.318,129,163,.791,89,123,212,23,29,35,61,100,544
1295,Treveon Graham,SO,2012-13,G,Virginia Commonwealth,A-10,36,995,186,413,.450,134,271,52,142,.366,120,164,.732,99,110,209,56,32,5,56,81,544
1296,Brandon Triche,SR,2012-13,G,Syracuse,Big East,40,1348,185,445,.416,136,275,49,170,.288,125,168,.744,57,79,136,144,51,5,109,86,544
1297,Fuquan Edwin,JR,2012-13,G,Seton Hall,Big East,33,1067,190,431,.441,127,278,63,153,.412,100,148,.676,46,145,191,63,79,17,84,101,543
1298,Jamaal Franklin,JR,2012-13,G,San Diego State,MWC,32,1058,165,401,.411,125,254,40,147,.272,171,219,.781,56,248,304,105,51,26,110,83,541
1299,Antoine Mason,SO,2012-13,G,Niagara,MAAC,29,1053,167,379,.441,133,271,34,108,.315,173,218,.794,34,84,118,43,33,7,64,69,541
1300,Doug McDermott,SR,2013-14,F,Creighton,Big East,35,1181,330,627,.526,234,413,96,214,.449,178,206,.864,57,187,244,55,8,5,62,67,934
1301,T.J. Warren,SO,2013-14,F,North Carolina State,ACC,35,1238,342,652,.525,311,536,31,116,.267,156,226,.690,113,137,250,40,63,21,83,97,871
1302,Antoine Mason,JR,2013-14,G,Niagara,MAAC,33,1242,269,612,.440,221,444,48,168,.286,260,357,.728,32,86,118,51,40,5,91,95,846
1303,Billy Baron,SR,2013-14,G,Canisius,MAAC,34,1325,247,532,.464,140,278,107,254,.421,220,249,.884,17,149,166,180,56,1,101,38,821
1304,Tyler Haws,JR,2013-14,G,Brigham Young,WCC,33,1143,252,544,.463,212,445,40,99,.404,223,253,.881,33,93,126,49,34,9,63,75,767
1305,Bryce Cotton,SR,2013-14,G,Providence,Big East,35,1398,230,549,.419,153,339,77,210,.367,226,265,.853,19,105,124,205,35,3,85,51,763
1306,D.J. Balentine,SO,2013-14,G,Evansville,MVC,33,1252,229,528,.434,151,332,78,196,.398,216,255,.847,16,72,88,139,19,4,84,56,752
1307,Aaric Murray,SR,2013-14,C,Texas Southern,SWAC,34,1088,241,491,.491,210,399,31,92,.337,223,301,.741,74,181,255,41,29,86,89,88,736
1308,Shabazz Napier,SR,2013-14,G,Connecticut,AAC,40,1404,213,496,.429,126,281,87,215,.405,207,238,.870,38,196,234,195,73,13,114,84,720
1309,Patrick Miller,JR,2013-14,G,Tennessee State,OVC,30,1132,230,514,.447,186,383,44,131,.336,208,268,.776,45,89,134,123,49,5,100,88,712
1310,Karvel Anderson,SR,2013-14,G,Robert Morris,NEC,36,1100,248,486,.510,129,229,119,257,.463,95,113,.841,27,93,120,50,48,8,44,72,710
1311,Jeremy Ingram,SR,2013-14,G,North Carolina Central,MEAC,34,1170,212,483,.439,144,299,68,184,.370,216,280,.771,33,97,130,41,54,22,70,90,708
1312,D.J. Covington,SR,2013-14,F,Virginia Military Institute,Big South,35,1040,268,452,.593,268,450,0,2,.000,168,241,.697,94,232,326,29,34,106,74,108,704
1313,Shawn Glover,SR,2013-14,F,Oral Roberts,Southland,33,1151,273,547,.499,248,495,25,52,.481,132,159,.830,42,150,192,49,28,53,72,67,703
1314,Sean Kilpatrick,SR,2013-14,G,Cincinnati,AAC,34,1149,214,506,.423,121,239,93,267,.348,180,213,.845,36,110,146,86,48,1,70,46,701
1315,Jabari Brown,JR,2013-14,G,Missouri,SEC,35,1295,203,435,.467,123,240,80,195,.410,212,266,.797,17,138,155,67,22,5,82,57,698
1316,Cameron Bairstow,SR,2013-14,F,New Mexico,MWC,34,1119,237,426,.556,236,423,1,3,.333,219,298,.735,76,175,251,53,19,51,68,72,694
1317,Jordan McRae,SR,2013-14,G,Tennessee,SEC,37,1190,223,512,.436,144,287,79,225,.351,167,212,.788,26,102,128,91,25,38,77,78,692
1318,Stephen Madison,SR,2013-14,F,Idaho,WAC,34,1172,218,457,.477,179,337,39,120,.325,209,275,.760,70,190,260,81,34,17,93,101,684
1319,Kendrick Perry,SR,2013-14,G,Youngstown State,Horizon,32,1168,215,425,.506,153,251,62,174,.356,190,258,.736,29,103,132,140,76,10,60,85,682
1320,Travis Bader,SR,2013-14,G,Oakland,Horizon,33,1242,185,479,.386,38,119,147,360,.408,164,174,.943,10,81,91,47,29,3,43,100,681
1321,Davon Usher,SR,2013-14,G,Delaware,CAA,35,1282,216,479,.451,131,245,85,234,.363,162,218,.743,51,161,212,62,62,14,71,91,679
1322,Tyler Harvey,SO,2013-14,G,Eastern Washington,Big Sky,31,1158,206,465,.443,97,213,109,252,.433,156,174,.897,21,108,129,84,35,9,66,71,677
1323,Chasson Randle,JR,2013-14,G,Stanford,Pac-12,36,1263,218,460,.474,150,285,68,175,.389,171,223,.767,20,109,129,77,37,2,88,93,675
1324,Jerrelle Benimon,SR,2013-14,F,Towson,CAA,36,1307,225,425,.529,211,381,14,44,.318,209,293,.713,84,320,404,130,25,44,124,104,673
1325,Russ Smith,SR,2013-14,G,Louisville,AAC,37,1084,225,481,.468,155,300,70,181,.387,153,217,.705,29,93,122,172,74,4,105,92,673
1326,Elfrid Payton,JR,2013-14,G,Louisiana,Sun Belt,35,1258,237,466,.509,223,412,14,54,.259,184,302,.609,81,129,210,208,80,21,127,83,672
1327,Jabari Parker,FR,2013-14,F,Duke,ACC,35,1074,236,499,.473,198,393,38,106,.358,160,214,.748,105,201,306,41,37,43,81,83,670
1328,QJ Peterson,FR,2013-14,G,Virginia Military Institute,Big South,35,1152,218,549,.397,140,305,78,244,.320,150,198,.758,63,133,196,72,59,12,76,81,664
1329,Roberto Nelson,SR,2013-14,G,Oregon State,Pac-12,32,1052,200,447,.447,143,304,57,143,.399,206,250,.824,35,73,108,115,31,1,98,70,663
1330,Rodney Glasgow,SR,2013-14,G,Virginia Military Institute,Big South,35,1291,232,483,.480,146,266,86,217,.396,110,126,.873,32,107,139,205,46,0,62,61,660
1331,Jelani Hewitt,JR,2013-14,G,Georgia Southern,Southern,34,1152,211,520,.406,126,284,85,236,.360,153,184,.832,31,120,151,104,75,5,103,78,660
1332,J.J. Mann,SR,2013-14,G,Belmont,OVC,36,1266,218,474,.460,129,246,89,228,.390,135,155,.871,15,157,172,92,77,3,61,51,660
1333,Zeke Upshaw,SR,2013-14,G,Hofstra,CAA,33,1206,197,489,.403,106,228,91,261,.349,170,225,.756,33,104,137,61,25,7,94,70,655
1334,Troy Huff,SR,2013-14,G,North Dakota,Big Sky,34,993,210,467,.450,168,328,42,139,.302,190,250,.760,96,135,231,41,79,10,64,57,652
1335,Andrew Rowsey,FR,2013-14,G,North Carolina-Asheville,Big South,32,1156,202,471,.429,96,209,106,262,.405,138,165,.836,14,104,118,94,42,3,102,63,648
1336,Jordan Downing,JR,2013-14,G,Presbyterian,Big South,32,1191,235,541,.434,155,323,80,218,.367,97,119,.815,21,123,144,60,32,12,72,67,647
1337,Deonte Burton,SR,2013-14,G,Nevada,MWC,32,1236,215,456,.471,166,300,49,156,.314,164,221,.742,12,125,137,142,48,17,65,71,643
1338,Joe Young,JR,2013-14,G,Oregon,Pac-12,34,1059,206,429,.480,130,246,76,183,.415,155,176,.881,26,70,96,66,44,1,39,47,643
1339,Glenn Cosey,SR,2013-14,G,Eastern Kentucky,OVC,34,1234,187,435,.430,72,165,115,270,.426,148,176,.841,20,89,109,142,42,2,63,59,637
1340,Xavier Thames,SR,2013-14,G,San Diego State,MWC,36,1126,188,457,.411,127,294,61,163,.374,196,235,.834,21,83,104,116,59,5,51,71,633
1341,David Brown,SR,2013-14,G,Western Michigan,MAC,33,1123,176,428,.411,96,181,80,247,.324,199,258,.771,19,98,117,61,47,5,92,93,631
1342,Shawn Long,SO,2013-14,F,Louisiana,Sun Belt,34,999,239,458,.522,206,380,33,78,.423,120,178,.674,121,232,353,19,23,91,73,119,631
1343,Nik Stauskas,SO,2013-14,G,Michigan,Big Ten,36,1281,185,394,.470,93,186,92,208,.442,168,204,.824,15,90,105,118,20,11,67,47,630
1344,Jordan Adams,SO,2013-14,G,UCLA,Pac-12,36,1082,208,429,.485,156,283,52,146,.356,158,189,.836,67,125,192,84,95,5,54,78,626
1345,Nick Johnson,JR,2013-14,G,Arizona,Pac-12,38,1257,205,474,.432,143,305,62,169,.367,146,187,.781,31,123,154,107,43,25,64,76,618
1346,Lamar Patterson,SR,2013-14,G,Pittsburgh,ACC,36,1174,202,458,.441,122,252,80,206,.388,132,175,.754,35,140,175,154,51,12,93,73,616
1347,Jahii Carson,SO,2013-14,G,Arizona State,Pac-12,33,1168,211,487,.433,175,395,36,92,.391,156,217,.719,24,109,133,153,23,2,116,72,614
1348,DeAndre Kane,SR,2013-14,G,Iowa State,Big 12,36,1240,208,431,.483,165,323,43,108,.398,155,244,.635,49,196,245,213,44,10,104,79,614
1349,K.J. McDaniels,JR,2013-14,F,Clemson,ACC,36,1212,209,455,.459,167,317,42,138,.304,154,183,.842,86,169,255,57,41,100,83,80,614
1350,Desmar Jackson,SR,2013-14,G,Southern Illinois,MVC,33,1087,212,455,.466,190,373,22,82,.268,167,214,.780,50,133,183,68,80,14,98,92,613
1351,Jordan Clarkson,JR,2013-14,G,Missouri,SEC,35,1228,209,467,.448,177,353,32,114,.281,162,195,.831,28,106,134,118,38,6,93,76,612
1352,Stephen Maxwell,JR,2013-14,F,Cal State Northridge,Big West,35,1210,216,395,.547,216,395,0,0,,180,239,.753,129,180,309,20,26,3,80,87,612
1353,Akeem Richmond,SR,2013-14,G,East Carolina,CUSA,34,1199,181,451,.401,26,59,155,392,.395,95,112,.848,20,75,95,54,45,1,57,40,612
1354,Jarekious Bradley,JR,2013-14,G,Southeast Missouri State,OVC,32,1003,218,438,.498,143,237,75,201,.373,97,125,.776,48,153,201,52,38,30,57,95,608
1355,Reger Dowell,SR,2013-14,G,Texas-Arlington,Sun Belt,30,928,194,479,.405,98,208,96,271,.354,124,162,.765,8,67,75,66,21,2,74,74,608
1356,Keifer Sykes,JR,2013-14,G,Green Bay,Horizon,30,1029,195,416,.469,165,319,30,97,.309,188,232,.810,22,111,133,147,37,0,64,52,608
1357,Melvin Ejim,SR,2013-14,F,Iowa State,Big 12,34,1093,220,436,.505,176,309,44,127,.346,121,159,.761,88,197,285,62,40,23,78,111,605
1358,Ryan Harrow,JR,2013-14,G,Georgia State,Sun Belt,34,1152,222,498,.446,192,394,30,104,.288,130,155,.839,23,66,89,144,43,2,57,43,604
1359,R.J. Hunter,SO,2013-14,G,Georgia State,Sun Belt,33,1106,181,408,.444,81,155,100,253,.395,142,161,.882,11,140,151,57,63,31,39,77,604
1360,D.J. Newbill,JR,2013-14,G,Penn State,Big Ten,34,1171,209,462,.452,163,321,46,141,.326,140,186,.753,61,106,167,58,27,11,72,96,604
