,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
78,R. Evans | R. Gay,SAC,2014-15,40,435.2,849,843,93.3,-6.8,-7.9,-.035,-1.8,-9.4,+.054,-0.043,+8.8,+11.7,-.007,-6.6,"('evansre01', 'gayru01')"
79,G. Davis | D. Jordan,LAC,2014-15,32,196.5,388,382,94.1,+0.7,+5.8,-.020,-0.1,+2.0,-.033,-0.024,-7.8,-2.5,-.247,-6.6,"('davisgl01', 'jordade01')"
80,N. Batum | D. Wright,POR,2014-15,28,152.2,323,320,101.4,-6.0,-3.9,-.047,+8.0,+14.4,+.110,+.002,-2.7,-5.8,+.067,-6.6,"('batumni01', 'wrighdo01')"
81,T. Black | R. Kelly,LAL,2014-15,34,541.5,1022,1021,90.5,-2.3,+0.9,-.031,-2.0,-4.5,-.010,-0.042,0.0,+0.3,-.008,-6.6,"('blackta01', 'kellyry01')"
82,N. Cole | S. Williams,MIA,2014-15,37,447.0,841,840,90.3,-3.3,-2.4,-.025,-0.8,-0.4,-.029,-0.029,+0.7,+0.9,.000,-6.7,"('coleno01', 'willish03')"
83,R. Evans | R. Sessions,SAC,2014-15,19,158.4,294,288,88.2,-7.7,-6.0,-.056,-4.2,-9.0,-.083,-0.078,+12.9,+18.6,-.047,-6.7,"('evansre01', 'sessira01')"
84,R. Hummel | S. Muhammad,MIN,2014-15,22,146.9,286,295,94.9,-3.2,-2.7,-.022,-1.5,-8.7,+.058,-0.030,+1.3,+4.9,-.101,-6.7,"('hummero01', 'muhamsh01')"
85,T. Harris | A. Nicholson,ORL,2014-15,23,169.7,334,330,93.9,+0.4,-5.0,+.030,-2.2,-9.3,+.046,+.020,-5.3,-7.8,+.031,-6.7,"('harrito02', 'nichoan01')"
88,D. Sloan | D. West,IND,2014-15,23,210.9,421,409,94.5,-2.1,+2.2,-.033,-2.1,-0.9,-.086,-0.045,-0.5,-0.6,.000,-6.7,"('sloando01', 'westda01')"
89,M. Belinelli | T. Splitter,SAS,2014-15,40,362.7,708,714,94.1,-3.9,-1.6,-.035,+2.7,+6.4,+.015,-0.019,-1.7,-2.2,-.003,-6.7,"('belinma01', 'splitti01')"
90,J. Jordan | D. Morris,BRK,2014-15,20,98.6,193,191,93.5,-4.0,+0.6,-.048,-0.1,-5.0,+.047,-0.049,+1.4,+0.8,+.031,-6.7,"('jordaje01', 'morrida01')"
91,L. Babbitt | A. Rivers,NOP,2014-15,21,151.2,298,295,94.1,-5.1,-9.0,-.016,+2.3,+3.1,+.052,+.002,+1.1,+1.1,+.011,-6.8,"('babbilu01', 'riverau01')"
92,B. Bogdanović | M. Plumlee,BRK,2014-15,71,730.0,1398,1404,92.1,-1.6,-3.4,.000,-2.1,-5.3,-.006,-0.010,-1.5,+0.2,-.071,-6.8,"('bogdabo02', 'plumlma01')"
93,G. Neal | B. Roberts,CHO,2014-15,41,418.2,807,807,92.6,-2.6,-3.2,-.014,-0.4,+1.2,-.031,-0.014,-1.2,-2.2,+.020,-6.8,"('nealga01', 'roberbr01')"
94,C. Andersen | C. Bosh,MIA,2014-15,28,376.6,706,704,89.9,-4.2,-8.9,-.002,-1.4,-5.7,+.026,-0.006,+3.1,+2.9,+.039,-6.8,"('anderch01', 'boshch01')"
95,Q. Acy | I. Shumpert,NYK,2014-15,19,265.0,482,496,88.6,+2.2,+2.6,+.011,-1.6,-4.1,-.011,+.001,-9.5,-14.2,+.050,-6.8,"('acyqu01', 'shumpim01')"
96,I. Shumpert | A. Stoudemire,NYK,2014-15,23,314.0,586,586,89.6,+1.2,+5.1,-.013,-1.0,-0.9,-.029,-0.021,-8.2,-10.2,-.015,-6.8,"('shumpim01', 'stoudam01')"
97,D. Collison | D. Williams,SAC,2014-15,35,383.6,794,804,100.0,-2.9,-10.0,+.022,-3.3,-9.6,+.022,+.008,+2.3,-0.5,+.090,-6.8,"('collida01', 'willide02')"
98,D. Marble | N. Vučević,ORL,2014-15,9,156.8,330,334,101.6,-1.6,+5.6,-.049,-0.8,+0.9,-.049,-0.057,-2.9,-1.0,-.132,-6.8,"('marblde01', 'vucevni01')"
99,J. Calderón | L. Thomas,NYK,2014-15,13,127.2,256,263,97.9,-0.9,+5.6,-.044,-3.2,-10.3,+.053,-0.068,-1.8,-3.9,+.044,-6.8,"('caldejo01', 'thomala01')"
100,U. Haslem | T. Johnson,MIA,2014-15,18,137.8,272,280,96.2,-1.4,+2.9,-.031,-4.8,-4.7,-.135,-0.059,+0.9,-1.4,+.069,-6.8,"('hasleud01', 'johnsty01')"
101,I. Canaan | N. Noel,PHI,2014-15,22,386.4,783,777,96.9,-3.4,+5.9,-.069,+6.2,+18.8,-.036,-0.037,-6.3,-6.1,-.072,-6.8,"('canaais01', 'noelne01')"
102,C. Andersen | M. Beasley,MIA,2014-15,17,186.7,357,366,92.9,-4.4,-6.4,-.020,-2.0,-12.9,+.073,-0.029,+4.0,+4.1,+.039,-6.8,"('anderch01', 'beaslmi01')"
103,A. Anderson | J. Jack,BRK,2014-15,72,1082.2,2137,2122,94.5,-3.6,-5.6,-.012,-2.6,-4.6,-.048,-0.024,+2.8,+3.4,+.016,-6.9,"('anderal01', 'jackja01')"
104,M. Chalmers | S. Williams,MIA,2014-15,41,530.5,1011,1004,91.2,-2.9,+2.6,-.051,+0.1,+6.1,-.090,-0.052,-1.1,-2.5,+.025,-6.9,"('chalmma01', 'willish03')"
105,A. Miller | O. Porter,WAS,2014-15,40,403.3,711,725,85.5,+4.0,+2.8,+.030,-4.6,-12.5,-.021,+.004,-10.4,-12.9,-.039,-6.9,"('millean02', 'porteot01')"
106,C. Anthony | T. Hardaway,NYK,2014-15,37,502.3,964,952,91.5,-0.4,+2.8,-.018,-2.8,-2.2,-.077,-0.035,-3.3,-4.9,+.021,-6.9,"('anthoca01', 'hardati02')"
107,S. Larkin | I. Shumpert,NYK,2014-15,20,221.1,402,405,87.6,+4.3,+4.6,+.024,-3.2,-5.8,-.038,+.005,-12.3,-16.4,+.018,-6.9,"('larkish01', 'shumpim01')"
0,C. Anthony | T. Hardaway,NYK,2014-15,37,502.3,964,952,91.5,-0.4,+2.8,-.018,-2.8,-2.2,-.077,-0.035,-3.3,-4.9,+.021,-6.9,"('anthoca01', 'hardati02')"
1,M. Chalmers | S. Williams,MIA,2014-15,41,530.5,1011,1004,91.2,-2.9,+2.6,-.051,+0.1,+6.1,-.090,-0.052,-1.1,-2.5,+.025,-6.9,"('chalmma01', 'willish03')"
2,J. Crawford | A. Rivers,LAC,2014-15,24,330.4,635,637,92.4,-0.2,+3.3,-.017,-3.3,+0.2,-.119,-0.037,-3.2,-6.4,+.047,-6.9,"('crawfja01', 'riverau01')"
3,R. Evans | C. Landry,SAC,2014-15,26,219.3,418,421,91.8,-7.4,+3.5,-.099,-2.3,-8.0,+.005,-0.114,+10.2,+12.6,+.015,-6.9,"('evansre01', 'landrca01')"
4,D. Gooden | M. Webster,WAS,2014-15,15,101.0,202,200,95.5,-3.8,-7.8,-.010,-7.0,-8.2,-.197,-0.046,+7.7,+7.7,+.072,-6.9,"('goodedr01', 'webstma02')"
5,A. Gordon | A. Nicholson,ORL,2014-15,21,147.8,269,282,89.5,+3.7,+0.9,+.037,-3.5,-7.9,-.005,+.017,-10.8,-12.4,-.059,-6.9,"('gordoaa01', 'nichoan01')"
6,S. Larkin | I. Shumpert,NYK,2014-15,20,221.1,402,405,87.6,+4.3,+4.6,+.024,-3.2,-5.8,-.038,+.005,-12.3,-16.4,+.018,-6.9,"('larkish01', 'shumpim01')"
7,R. McCallum | N. Stauskas,SAC,2014-15,52,444.4,896,880,95.9,-1.2,+1.3,-.020,-4.5,-9.0,-.081,-0.046,0.0,+0.2,-.006,-6.9,"('mccalra01', 'stausni01')"
8,A. Miller | O. Porter,WAS,2014-15,40,403.3,711,725,85.5,+4.0,+2.8,+.030,-4.6,-12.5,-.021,+.004,-10.4,-12.9,-.039,-6.9,"('millean02', 'porteot01')"
9,J. Redick | A. Rivers,LAC,2014-15,29,202.7,405,412,96.7,+1.6,+8.6,-.023,+2.1,+6.1,+.018,-0.015,-12.1,-14.7,-.059,-6.9,"('redicjj01', 'riverau01')"
10,S. Hill | D. Sloan,IND,2014-15,47,695.2,1337,1340,92.4,-3.0,-2.1,-.023,-0.5,+0.3,-.027,-0.025,-0.6,-0.6,-.004,-7.0,"('hillso01', 'sloando01')"
11,L. Mbah a Moute | N. Noel,PHI,2014-15,64,1366.5,2690,2709,94.8,-3.1,-2.4,-.025,+0.9,+3.9,-.021,-0.018,-1.6,+1.0,-.106,-7.0,"('mbahalu01', 'noelne01')"
12,L. Brown | K. Martin,MIN,2014-15,16,179.3,355,357,95.3,-5.1,-0.9,-.055,-2.5,-9.4,+.041,-0.069,+5.7,+4.9,+.071,-7.0,"('brownlo01', 'martike02')"
13,R. Gobert | E. Kanter,UTA,2014-15,44,299.0,561,568,90.6,-3.1,-3.5,-.017,+1.9,+4.3,+.013,-0.005,-2.8,-3.6,-.008,-7.0,"('goberru01', 'kanteen01')"
14,W. Green | L. Ridnour,ORL,2014-15,24,218.8,424,427,93.3,+0.5,-2.9,+.022,+1.0,-0.1,+.041,+.029,-9.0,-10.0,-.057,-7.0,"('greenwi01', 'ridnolu01')"
15,N. Hilário | R. Sessions,WAS,2014-15,17,114.6,214,226,92.2,-2.9,-3.9,-.012,-2.3,-11.7,+.188,-0.024,+1.0,+0.4,+.027,-7.0,"('hilarne01', 'sessira01')"
16,R. Jackson | L. Thomas,OKC,2014-15,18,293.3,551,554,90.4,-1.6,-1.9,-.009,-1.2,-4.2,+.006,-0.015,-2.6,-2.4,-.038,-7.0,"('jacksre01', 'thomala01')"
17,A. Jefferson | K. Walker,CHO,2014-15,45,1190.8,2293,2261,91.8,-3.0,+1.4,-.040,-2.7,-4.0,-.069,-0.056,+1.7,+3.1,-.031,-7.0,"('jeffeal01', 'walkeke02')"
18,D. Marble | V. Oladipo,ORL,2014-15,11,149.0,314,322,102.4,-1.1,+6.9,-.051,-0.4,+2.2,-.052,-0.058,-4.4,-2.7,-.133,-7.0,"('marblde01', 'oladivi01')"
19,A. Shved | L. Thomas,NYK,2014-15,14,250.5,483,485,92.8,+0.6,+9.9,-.040,-3.7,-0.5,-.183,-0.065,-4.5,-4.4,-.041,-7.0,"('shvedal01', 'thomala01')"
22,C. Frye | B. Gordon,ORL,2014-15,49,396.9,784,756,93.1,-1.7,-1.3,-.013,+1.0,+1.2,+.027,-0.006,-4.8,-7.2,+.018,-7.1,"('fryech01', 'gordobe01')"
23,J. Grant | H. Sims,PHI,2014-15,52,431.3,887,879,98.3,-2.4,-4.3,-.007,-2.1,-3.1,-.050,-0.017,-0.3,-0.4,-.001,-7.1,"('grantje01', 'simshe01')"
24,J. Bayless | M. Carter-Williams,MIL,2014-15,18,135.7,271,265,94.8,-0.4,+4.5,-.027,-4.6,-6.4,-.141,-0.056,-1.7,-3.7,+.034,-7.1,"('bayleje01', 'cartemi01')"
25,F. Ezeli | S. Livingston,GSW,2014-15,41,243.9,484,493,96.1,-3.4,-10.0,+.010,+1.6,-2.3,+.113,+.024,-1.9,-2.4,-.004,-7.1,"('ezelife01', 'livinsh01')"
26,P. Hairston | K. Walker,CHO,2014-15,34,257.4,508,507,94.6,-1.6,+5.3,-.042,-3.0,+0.1,-.116,-0.061,-0.8,+0.7,-.054,-7.1,"('hairspj02', 'walkeke02')"
27,Q. Acy | S. Dalembert,NYK,2014-15,24,193.4,359,373,90.8,+1.7,+4.5,-.002,-2.2,-7.1,+.009,-0.017,-8.4,-13.7,+.093,-7.2,"('acyqu01', 'dalemsa01')"
28,G. Antetokounmpo | J. Parker,MIL,2014-15,23,415.1,824,836,96.0,-2.7,-2.1,-.019,-4.6,-10.7,-.037,-0.045,+2.7,+1.7,+.055,-7.2,"('antetgi01', 'parkeja01')"
29,G. Antetokounmpo | L. Sanders,MIL,2014-15,26,323.2,647,656,96.8,-2.4,-5.4,+.001,-3.7,-9.1,-.029,-0.019,+1.3,+1.6,+.007,-7.2,"('antetgi01', 'sandela01')"
30,M. Barnes | A. Rivers,LAC,2014-15,34,233.3,455,472,95.4,+1.7,-0.7,+.022,-2.0,+1.0,-.089,+.011,-8.5,-11.3,-.002,-7.2,"('barnema02', 'riverau01')"
31,K. Bazemore | T. Sefolosha,ATL,2014-15,35,156.4,291,317,93.3,+1.1,+2.9,-.001,+0.8,-5.9,+.085,+.001,-10.1,-11.6,-.077,-7.2,"('bazemke01', 'sefolth01')"
32,T. Booker | E. Kanter,UTA,2014-15,24,149.0,281,280,90.4,-5.5,+2.5,-.077,+1.0,+1.4,+.027,-0.072,+2.8,+2.4,+.041,-7.2,"('booketr01', 'kanteen01')"
33,J. Dorsey | K. Papanikolaou,HOU,2014-15,28,215.5,426,428,95.1,-3.1,+0.4,-.037,+5.4,+17.9,-.027,-0.007,-6.5,-7.1,-.072,-7.2,"('dorsejo01', 'papanko01')"
34,J. Lucas III | A. Tolliver,DET,2014-15,21,204.4,387,389,91.1,-1.6,+1.0,-.023,+0.3,+7.6,-.085,-0.022,-4.3,-2.7,-.101,-7.2,"('lucasjo02', 'tollian01')"
35,M. Morris | T. Warren,PHO,2014-15,25,232.4,454,457,94.1,+0.3,+1.0,-.002,-3.3,-0.1,-.149,-0.020,-4.5,-4.7,-.055,-7.2,"('morrima02', 'warretj01')"
36,J. Parker | L. Sanders,MIL,2014-15,24,428.4,851,865,96.1,-0.8,+0.7,-.013,-2.3,-6.6,-.006,-0.026,-3.3,-5.8,+.038,-7.2,"('parkeja01', 'sandela01')"
37,J. Sullinger | E. Turner,BOS,2014-15,57,777.1,1542,1517,94.5,-2.0,-0.5,-.019,-0.5,0.0,-.022,-0.022,-2.8,-3.6,-.002,-7.2,"('sullija01', 'turneev01')"
38,A. Ajinça | A. Rivers,NOP,2014-15,23,184.0,355,360,93.3,-3.4,-0.8,-.036,+2.3,+3.3,+.066,-0.022,-2.8,-6.3,+.065,-7.3,"('ajincal01', 'riverau01')"
39,F. Aldemir | I. Smith,PHI,2014-15,18,183.1,356,355,93.2,-1.8,+6.5,-.058,+2.5,+10.3,-.065,-0.047,-6.2,-5.7,-.102,-7.3,"('aldemfu01', 'smithis01')"
40,C. Anthony | I. Shumpert,NYK,2014-15,21,479.0,899,905,90.4,+1.6,+2.1,+.007,-1.3,-3.1,-.004,-0.001,-9.2,-12.5,+.023,-7.3,"('anthoca01', 'shumpim01')"
41,L. Barbosa | J. Holiday,GSW,2014-15,35,216.3,426,439,96.0,0.0,-0.3,+.001,-1.6,-4.6,-.008,-0.008,-5.7,-8.5,+.032,-7.3,"('barbole01', 'holidju01')"
44,V. Oladipo | L. Ridnour,ORL,2014-15,32,185.7,379,366,96.3,-1.7,+0.5,-.022,-2.8,-5.5,-.025,-0.038,-1.2,-4.1,+.082,-7.3,"('oladivi01', 'ridnolu01')"
45,B. Roberts | K. Walker,CHO,2014-15,22,178.3,346,338,92.1,-5.1,-3.3,-.039,-0.5,+1.2,-.036,-0.040,+3.4,+7.3,-.092,-7.3,"('roberbr01', 'walkeke02')"
46,W. Johnson | J. Lin,LAL,2014-15,65,1137.3,2277,2273,96.0,-1.0,+2.2,-.023,-3.5,-7.2,-.044,-0.044,-1.9,-2.7,+.006,-7.4,"('johnswe01', 'linje01')"
47,A. Len | T. Warren,PHO,2014-15,21,123.1,255,258,100.1,-2.3,+4.2,-.046,+3.2,+3.8,+.084,-0.030,-6.1,-6.0,-.079,-7.4,"('lenal01', 'warretj01')"
48,A. Afflalo | N. Robinson,DEN,2014-15,27,156.0,308,315,95.9,-0.5,-0.6,-.003,+1.8,+0.2,+.071,+.008,-8.3,-8.4,-.095,-7.4,"('afflaar01', 'robinna01')"
49,K. Faried | N. Robinson,DEN,2014-15,28,160.8,319,323,95.9,-1.7,+3.6,-.036,-5.2,-2.1,-.159,-0.067,+1.2,-3.4,+.135,-7.4,"('farieke01', 'robinna01')"
50,D. Jordan | H. Türkoğlu,LAC,2014-15,49,236.5,470,457,94.1,-1.4,+7.9,-.056,+4.2,+7.6,+.042,-0.038,-8.9,-9.4,-.088,-7.4,"('jordade01', 'turkohe01')"
51,D. Arthur | R. Foye,DEN,2014-15,31,271.4,549,547,96.9,-0.9,+4.8,-.033,+1.6,+7.0,-.029,-0.027,-7.4,-8.7,-.040,-7.5,"('arthuda01', 'foyera01')"
52,A. Daye | D. Green,SAS,2014-15,16,120.7,241,239,95.4,-3.7,-6.6,-.009,+0.4,+1.9,-.013,-0.004,-0.5,+1.1,-.074,-7.5,"('dayeau01', 'greenda02')"
53,A. Stoudemire | T. Wear,NYK,2014-15,21,131.2,235,243,87.4,-1.7,+0.4,-.021,-2.2,-2.6,-.054,-0.035,-1.9,-6.7,+.117,-7.5,"('stoudam01', 'weartr01')"
54,K. Anderson | A. Baynes,SAS,2014-15,19,125.0,245,243,93.7,-4.0,-3.6,-.026,-1.3,-2.2,-.026,-0.032,+1.9,-2.3,+.140,-7.5,"('anderky01', 'baynear01')"
55,L. Brown | G. Dieng,MIN,2014-15,17,217.0,419,424,93.3,-2.4,+0.8,-.033,-7.2,-14.0,-.084,-0.076,+4.5,+4.1,+.042,-7.5,"('brownlo01', 'dienggo01')"
56,K. Bryant | R. Price,LAL,2014-15,33,491.7,966,975,94.7,-4.8,+2.8,-.067,-1.2,+0.3,-.051,-0.075,+3.2,+2.0,+.066,-7.5,"('bryanko01', 'pricero01')"
57,T. Burke | E. Kanter,UTA,2014-15,49,958.6,1814,1808,90.7,-3.6,+0.4,-.041,-0.4,+1.0,-.038,-0.043,0.0,0.0,+.001,-7.5,"('burketr01', 'kanteen01')"
58,I. Canaan | L. Mbah a Moute,PHI,2014-15,18,276.0,558,559,97.1,-3.9,+8.9,-.088,+5.7,+20.5,-.078,-0.060,-5.5,-4.3,-.098,-7.5,"('canaais01', 'mbahalu01')"
59,W. Johnson | R. Kelly,LAL,2014-15,30,353.7,688,683,93.0,-0.9,+2.6,-.023,-0.5,+1.9,-.048,-0.027,-5.2,-6.0,-.030,-7.5,"('johnswe01', 'kellyry01')"
60,W. Matthews | C. McCollum,POR,2014-15,35,188.5,372,373,94.9,-4.2,-6.2,-.019,+1.4,+8.9,-.053,-0.008,-0.5,-1.0,+.015,-7.5,"('matthwe02', 'mccolcj01')"
61,Q. Pondexter | T. Prince,MEM,2014-15,19,159.4,303,310,92.3,-7.9,-10.7,-.035,-2.8,-5.8,-.053,-0.047,+11.2,+11.0,+.139,-7.5,"('pondequ01', 'princta01')"
62,A. Afflalo | J. Hickson,DEN,2014-15,45,516.8,1012,1014,94.1,-3.4,-2.7,-.024,-0.5,-0.3,-.015,-0.025,-0.4,+0.6,-.034,-7.6,"('afflaar01', 'hicksjj01')"
63,F. Aldemir | T. Robinson,PHI,2014-15,14,106.4,206,208,93.4,+2.4,+9.1,-.020,+2.1,+7.0,-.039,-0.016,-14.3,-17.6,-.147,-7.6,"('aldemfu01', 'robinth01')"
66,C. Anthony | J. Smith,NYK,2014-15,40,579.6,1114,1098,91.6,-0.1,+2.5,-.013,-2.4,-4.0,-.037,-0.028,-5.0,-6.5,.000,-7.6,"('anthoca01', 'smithja02')"
67,I. Canaan | K. Papanikolaou,HOU,2014-15,23,184.0,357,358,93.3,-4.4,-2.5,-.037,+7.3,+17.4,+.079,+.005,-6.1,-4.1,-.140,-7.6,"('canaais01', 'papanko01')"
68,A. Jefferson | L. Stephenson,CHO,2014-15,53,951.5,1855,1839,93.2,-2.6,+1.5,-.036,-2.5,-4.7,-.047,-0.051,0.0,+1.1,-.038,-7.6,"('jeffeal01', 'stephla01')"
69,J. Leuer | Q. Pondexter,MEM,2014-15,26,234.9,441,446,90.6,-1.6,-3.7,+.001,-2.2,-3.8,-.042,-0.009,-2.3,+0.7,-.128,-7.6,"('leuerjo01', 'pondequ01')"
70,B. Roberts | L. Stephenson,CHO,2014-15,49,501.0,960,963,92.1,-2.3,-1.2,-.020,-0.8,+0.3,-.041,-0.024,-2.2,-1.0,-.065,-7.6,"('roberbr01', 'stephla01')"
71,K. McDaniels | N. Noel,PHI,2014-15,47,666.2,1314,1324,95.0,-2.2,+0.2,-.027,-1.9,-1.1,-.063,-0.038,-1.4,-0.1,-.054,-7.7,"('mcdankj01', 'noelne01')"
72,A. Brooks | D. McDermott,CHI,2014-15,28,184.2,363,354,93.4,-4.9,-10.0,-.003,+2.9,+7.3,+.030,+.018,-0.7,+0.8,-.051,-7.7,"('brookaa01', 'mcderdo01')"
73,J. Brown | R. Kelly,LAL,2014-15,19,369.0,727,713,93.7,-2.6,+1.4,-.037,-2.1,-5.9,+.002,-0.050,-0.4,-0.4,-.003,-7.7,"('brownja01', 'kellyry01')"
74,D. Cunningham | T. Douglas,NOP,2014-15,10,111.5,203,205,87.8,-4.5,-4.0,-.028,-2.9,-3.2,-.094,-0.042,+4.1,+5.6,-.026,-7.7,"('cunnida01', 'douglto01')"
75,B. Davies | K. McDaniels,PHI,2014-15,20,222.6,461,457,99.0,-3.4,+4.3,-.066,+0.3,+3.3,-.032,-0.067,-1.3,+1.7,-.081,-7.7,"('daviebr01', 'mcdankj01')"
76,J. Grant | H. Thompson,PHI,2014-15,46,547.2,1105,1107,97.0,-2.2,-0.8,-.022,+3.1,+7.5,+.029,-0.003,-6.4,-3.8,-.136,-7.7,"('grantje01', 'thompho01')"
77,T. Harris | N. Vučević,ORL,2014-15,60,1694.8,3324,3302,93.8,-1.2,+0.7,-.018,-2.5,-5.3,-.027,-0.032,-2.7,-2.9,-.027,-7.7,"('harrito02', 'vucevni01')"
78,K. Humphries | A. Miller,WAS,2014-15,38,323.2,587,605,88.5,+2.4,+2.6,+.014,-7.2,-15.7,-.095,-0.027,-5.4,-6.7,-.008,-7.7,"('humphkr01', 'millean02')"
79,B. Roberts | N. Vonleh,CHO,2014-15,17,150.5,284,287,91.0,-2.4,+7.9,-.064,-3.0,-3.2,-.060,-0.087,+0.2,-0.5,+.025,-7.7,"('roberbr01', 'vonleno01')"
80,N. Stauskas | D. Williams,SAC,2014-15,59,541.1,1078,1083,95.9,-4.5,-9.5,-.003,-3.6,-7.5,-.039,-0.018,+4.9,+7.2,-.009,-7.7,"('stausni01', 'willide02')"
81,C. Boozer | J. Lin,LAL,2014-15,68,1198.1,2383,2395,95.7,-1.6,+0.9,-.023,-3.9,-7.8,-.047,-0.045,-0.7,-1.5,+.016,-7.8,"('boozeca01', 'linje01')"
82,J. Brown | J. Lin,LAL,2014-15,11,137.1,265,267,93.1,-1.2,+0.7,-.017,-5.2,-9.6,-.082,-0.048,-0.2,+0.6,-.021,-7.8,"('brownja01', 'linje01')"
83,R. Butler | K. Séraphin,WAS,2014-15,70,821.0,1537,1547,90.2,+1.0,-1.5,+.018,-3.5,-9.3,-.022,-0.001,-6.2,-8.3,-.003,-7.8,"('butlera01', 'serapke01')"
84,D. Cunningham | J. Withey,NOP,2014-15,18,105.2,198,202,91.3,-3.2,-0.7,-.032,+0.2,-1.1,+.029,-0.031,-1.6,-7.0,+.134,-7.8,"('cunnida01', 'witheje01')"
85,A. Gordon | N. Vučević,ORL,2014-15,45,418.2,822,834,95.0,-0.2,+3.3,-.019,-2.8,-3.2,-.075,-0.036,-4.7,-6.2,-.003,-7.8,"('gordoaa01', 'vucevni01')"
88,T. Harris | V. Oladipo,ORL,2014-15,58,1696.8,3308,3289,93.3,-1.8,+0.3,-.022,-2.7,-5.0,-.037,-0.038,-1.5,-1.9,.000,-7.8,"('harrito02', 'oladivi01')"
89,D. Morris | M. Teletović,BRK,2014-15,15,107.1,196,191,86.7,-3.1,+2.2,-.043,+3.4,+5.0,+.080,-0.026,-4.9,-5.6,-.069,-7.8,"('morrida01', 'teletmi01')"
90,I. Smith | H. Thompson,PHI,2014-15,25,311.9,640,633,98.0,-3.1,+6.6,-.067,+2.6,+9.3,-.026,-0.056,-4.3,-1.8,-.124,-7.8,"('smithis01', 'thompho01')"
91,J. Smith | L. Thomas,NYK,2014-15,40,447.6,872,873,93.6,-3.6,-2.2,-.030,-1.1,-4.0,+.023,-0.035,+0.6,-0.7,+.042,-7.8,"('smithja02', 'thomala01')"
92,W. Barton | C. Kaman,POR,2014-15,21,135.2,266,269,95.0,-2.6,-0.9,-.024,-0.7,+4.0,-.093,-0.027,-2.1,+2.1,-.176,-7.9,"('bartowi01', 'kamanch01')"
93,C. Brewer | R. Hummel,MIN,2014-15,17,111.7,227,235,99.3,-2.9,+2.0,-.047,-3.7,-5.8,-.087,-0.070,+1.6,+2.7,-.014,-7.9,"('breweco01', 'hummero01')"
94,J. Calderón | A. Stoudemire,NYK,2014-15,23,328.5,624,607,89.9,-3.4,-3.1,-.022,-0.2,+1.7,-.038,-0.022,-0.8,-1.4,+.013,-7.9,"('caldejo01', 'stoudam01')"
95,J. Green | T. Zeller,BOS,2014-15,32,507.1,1005,1020,95.8,0.0,-1.6,+.008,-1.4,-2.6,-.027,+.001,-6.6,-7.6,-.029,-7.9,"('greenje02', 'zellety01')"
96,R. Jefferson | C. Villanueva,DAL,2014-15,41,224.5,453,455,97.1,-4.0,-4.9,-.021,+1.4,+8.7,-.052,-0.010,-1.3,-0.1,-.053,-7.9,"('jefferi01', 'villach01')"
97,S. Adams | J. Lamb,OKC,2014-15,19,220.0,412,410,89.7,-3.4,-4.3,-.017,-2.0,-2.1,-.054,-0.025,+0.7,+1.6,-.020,-8.0,"('adamsst01', 'lambje01')"
98,C. Aldrich | C. Early,NYK,2014-15,27,199.2,388,388,93.5,-4.9,+3.1,-.073,+2.1,+3.1,+.046,-0.062,-0.3,-1.3,+.030,-8.0,"('aldrico01', 'earlycl01')"
99,M. Chalmers | T. Johnson,MIA,2014-15,23,235.0,463,465,94.8,-1.6,-3.3,-.002,-3.8,-10.0,-.035,-0.023,-1.0,+1.2,-.072,-8.0,"('chalmma01', 'johnsty01')"
100,S. Muhammad | T. Young,MIN,2014-15,29,439.5,884,891,96.9,-2.4,+0.2,-.028,-3.3,-8.1,-.040,-0.048,+0.1,+3.6,-.101,-8.0,"('muhamsh01', 'youngth01')"
101,T. Robinson | H. Sims,PHI,2014-15,12,107.6,225,221,99.5,-2.9,-8.2,+.007,-1.0,-1.8,-.023,+.005,-1.3,+1.6,-.074,-8.1,"('robinth01', 'simshe01')"
102,B. Biyombo | L. Stephenson,CHO,2014-15,39,318.1,615,616,92.9,-3.7,-2.1,-.030,-2.4,-0.1,-.104,-0.042,+1.7,+3.8,-.048,-8.1,"('biyombi01', 'stephla01')"
103,E. Fournier | A. Gordon,ORL,2014-15,26,197.2,385,399,95.4,+0.2,-5.6,+.033,-0.5,-0.8,-.008,+.033,-7.9,-8.7,-.050,-8.1,"('fournev01', 'gordoaa01')"
104,L. Galloway | J. Smith,NYK,2014-15,45,744.2,1436,1414,91.9,-1.6,+0.4,-.020,-1.4,-3.6,-.002,-0.028,-3.5,-4.9,+.010,-8.1,"('gallola01', 'smithja02')"
105,G. Harris | N. Robinson,DEN,2014-15,12,111.4,221,227,96.5,+0.5,+6.3,-.026,-2.5,+0.6,-.128,-0.044,-6.7,-8.6,-.033,-8.1,"('harriga01', 'robinna01')"
106,J. Jerebko | K. Singler,DET,2014-15,39,275.7,523,529,91.6,-3.9,+3.3,-.059,-0.5,-0.5,-.012,-0.063,+0.2,-0.1,+.012,-8.1,"('jerebjo01', 'singlky01')"
107,J. Leuer | T. Prince,MEM,2014-15,17,128.0,240,248,91.5,-5.7,-10.2,-.013,-4.7,-9.1,-.072,-0.034,+7.8,+5.9,+.182,-8.1,"('leuerjo01', 'princta01')"
