,Team,Lg,Salary,Season,pid
458,Oklahoma City Thunder,NBA,"$22,615,559",2019-20,201568
459,(may be incomplete),,"$137,710,814",Career,201568
460,Charlotte Hornets,NBA,"$3,831,840",2019-20,1629023
461,(may be incomplete),,"$3,831,840",Career,1629023
462,Oklahoma City Thunder,NBA,"$50,000",2016-17,1627936
463,Los Angeles Lakers,NBA,< $Minimum,2017-18,1627936
464,Los Angeles Lakers,NBA,< $Minimum,2018-19,1627936
465,Los Angeles Lakers,NBA,"$2,750,000",2019-20,1627936
466,(may be incomplete),,"$2,800,000",Career,1627936
467,Dallas Mavericks,NBA,"$816,482",2014-15,203539
468,New Orleans Pelicans,NBA,"$633,974",2014-15,203539
469,Dallas Mavericks,NBA,"$315,760",2015-16,203539
470,Dallas Mavericks,NBA,"$315,760",2016-17,203539
471,Dallas Mavericks,NBA,"$315,760",2017-18,203539
472,(may be incomplete),,"$2,397,736",Career,203539
473,Detroit Pistons,NBA,"$473,604",2012-13,203114
474,Milwaukee Bucks,NBA,"$788,872",2013-14,203114
475,Milwaukee Bucks,NBA,"$915,243",2014-15,203114
476,Milwaukee Bucks,NBA,"$15,000,000",2015-16,203114
477,Milwaukee Bucks,NBA,"$15,200,000",2016-17,203114
478,Milwaukee Bucks,NBA,"$14,100,000",2017-18,203114
479,Milwaukee Bucks,NBA,"$13,000,000",2018-19,203114
480,Milwaukee Bucks,NBA,"$30,603,448",2019-20,203114
481,(may be incomplete),,"$90,081,167",Career,203114
482,San Antonio Spurs,NBA,"$543,471",2016-17,1627854
483,San Antonio Spurs,NBA,"$1,312,611",2017-18,1627854
484,San Antonio Spurs,NBA,"$3,125,000",2018-19,1627854
485,San Antonio Spurs,NBA,"$2,875,000",2019-20,1627854
486,(may be incomplete),,"$7,856,082",Career,1627854
487,Cleveland Cavaliers,NBA,"$50,752",2019-20,1629716
488,(may be incomplete),,"$50,752",Career,1629716
489,Phoenix Suns,NBA,"$87,552",2017-18,1628455
490,New Orleans Pelicans,NBA,< $Minimum,2017-18,1628455
491,(may be incomplete),,"$87,552",Career,1628455
492,Oklahoma City Thunder,NBA,"$5,994,764",2016-17,203518
493,Oklahoma City Thunder,NBA,"$5,725,000",2017-18,203518
494,Oklahoma City Thunder,NBA,"$3,575,183",2018-19,203518
495,(may be incomplete),,"$15,294,947",Career,203518
496,Indiana Pacers,NBA,"$1,000,000",2015-16,1626202
497,Indiana Pacers,NBA,"$1,052,342",2016-17,1626202
498,Indiana Pacers,NBA,"$1,471,382",2017-18,1626202
499,(may be incomplete),,"$3,523,724",Career,1626202
500,Denver Nuggets,NBA,"$473,604",2011-12,202933
501,Denver Nuggets,NBA,"$762,195",2012-13,202933
502,Indiana Pacers,NBA,"$50,000",2016-17,202933
503,Charlotte Hornets,NBA,"$1,524,305",2017-18,202933
504,(may be incomplete),,"$2,810,104",Career,202933
505,Washington Wizards,NBA,"$482,144",2019-20,1628394
506,(may be incomplete),,"$482,144",Career,1628394
507,Milwaukee Bucks,NBA,"$600,000",2014-15,203948
508,Milwaukee Bucks,NBA,"$845,059",2015-16,203948
509,Charlotte Hornets,NBA,"$276,827",2016-17,203948
510,Denver Nuggets,NBA,"$115,344",2016-17,203948
511,New York Knicks,NBA,"$1,524,305",2017-18,203948
512,(may be incomplete),,"$3,361,535",Career,203948
513,Portland Trail Blazers,NBA,"$2,316,720",2013-14,203468
514,Portland Trail Blazers,NBA,"$2,421,000",2014-15,203468
515,Portland Trail Blazers,NBA,"$2,525,160",2015-16,203468
516,Portland Trail Blazers,NBA,"$3,219,579",2016-17,203468
517,Portland Trail Blazers,NBA,"$23,962,573",2017-18,203468
518,Portland Trail Blazers,NBA,"$25,759,766",2018-19,203468
519,Portland Trail Blazers,NBA,"$27,556,959",2019-20,203468
520,(may be incomplete),,"$87,761,757",Career,203468
521,Chicago Bulls,NBA,"$2,092,200",2016-17,1627756
522,Chicago Bulls,NBA,"$2,186,400",2017-18,1627756
523,Chicago Bulls,NBA,"$2,280,600",2018-19,1627756
524,Chicago Bulls,NBA,"$3,377,569",2019-20,1627756
525,(may be incomplete),,"$9,936,769",Career,1627756
526,Atlanta Hawks,NBA,< $Minimum,2017-18,203705
527,Orlando Magic,NBA,"$81,678",2019-20,203705
528,(may be incomplete),,"$81,678",Career,203705
529,Sacramento Kings,NBA,"$1,016,400",2005-06,101128
530,Sacramento Kings,NBA,"$1,092,600",2006-07,101128
531,Sacramento Kings,NBA,"$1,168,800",2007-08,101128
532,Sacramento Kings,NBA,"$1,983,454",2008-09,101128
533,Sacramento Kings,NBA,"$5,800,000",2009-10,101128
534,Sacramento Kings,NBA,"$5,500,000",2010-11,101128
535,Sacramento Kings,NBA,"$5,800,000",2011-12,101128
536,Houston Rockets,NBA,"$6,100,000",2012-13,101128
537,Houston Rockets,NBA,"$1,265,977",2013-14,101128
538,Houston Rockets,NBA,"$1,316,809",2014-15,101128
539,(may be incomplete),,"$31,044,040",Career,101128
540,Washington Wizards,NBA,"$398,762",2005-06,101154
541,Washington Wizards,NBA,"$664,209",2006-07,101154
542,Washington Wizards,NBA,"$2,470,000",2007-08,101154
543,Washington Wizards,NBA,"$2,739,669",2008-09,101154
544,Washington Wizards,NBA,"$3,000,000",2009-10,101154
545,Washington Wizards,NBA,"$5,900,000",2010-11,101154
546,Washington Wizards,NBA,"$6,442,083",2011-12,101154
547,Washington Wizards,NBA,"$7,118,502",2012-13,101154
548,Brooklyn Nets,NBA,"$1,146,337",2012-13,101154
549,Brooklyn Nets,NBA,"$1,375,604",2013-14,101154
550,Washington Wizards,NBA,"$8,471,339",2014-15,101154
551,(may be incomplete),,"$39,726,505",Career,101154
552,Milwaukee Bucks,NBA,"$473,604",2011-12,202720
553,Memphis Grizzlies,NBA,"$762,195",2012-13,202720
554,Memphis Grizzlies,NBA,"$967,500",2014-15,202720
555,Phoenix Suns,NBA,"$1,035,000",2015-16,202720
556,Detroit Pistons,NBA,"$10,991,957",2016-17,202720
557,Detroit Pistons,NBA,"$10,497,319",2017-18,202720
558,Detroit Pistons,NBA,"$10,002,681",2018-19,202720
559,Milwaukee Bucks,NBA,"$3,169,348",2019-20,202720
560,(may be incomplete),,"$37,899,604",Career,202720
561,New Orleans Pelicans,NBA,"$92,160",2017-18,1627215
562,Chicago Bulls,NBA,"$99,107",2018-19,1627215
563,(may be incomplete),,"$191,267",Career,1627215
564,Toronto Raptors,NBA,"$1,458,360",2014-15,203998
565,Toronto Raptors,NBA,"$1,524,000",2015-16,203998
566,Toronto Raptors,NBA,"$1,589,640",2016-17,203998
567,Sacramento Kings,NBA,"$2,451,225",2017-18,203998
568,Memphis Grizzlies,NBA,"$705,361",2018-19,203998
569,Houston Rockets,NBA,"$1,845,301",2019-20,203998
570,(may be incomplete),,"$9,573,887",Career,203998
571,Golden State Warriors,NBA,"$2,126,520",2011-12,202691
572,Golden State Warriors,NBA,"$2,286,000",2012-13,202691
573,Golden State Warriors,NBA,"$2,317,920",2013-14,202691
574,Golden State Warriors,NBA,"$3,075,880",2014-15,202691
575,Golden State Warriors,NBA,"$15,500,000",2015-16,202691
576,Golden State Warriors,NBA,"$16,663,575",2016-17,202691
577,Golden State Warriors,NBA,"$17,826,150",2017-18,202691
578,Golden State Warriors,NBA,"$18,988,725",2018-19,202691
579,Golden State Warriors,NBA,"$32,742,000",2019-20,202691
580,(may be incomplete),,"$111,526,770",Career,202691
581,Philadelphia 76ers,NBA,"$816,482",2014-15,203138
582,Philadelphia 76ers,NBA,"$947,276",2015-16,203138
583,Philadelphia 76ers,NBA,"$442,126",2016-17,203138
584,New Orleans Pelicans,NBA,"$119,494",2016-17,203138
585,Sacramento Kings,NBA,"$50,000",2019-20,203138
586,(may be incomplete),,"$2,375,378",Career,203138
587,Chicago Bulls,NBA,"$3,358,320",2004-05,2732
588,Chicago Bulls,NBA,"$3,610,200",2005-06,2732
589,Chicago Bulls,NBA,"$3,862,080",2006-07,2732
590,Chicago Bulls,NBA,"$4,881,669",2007-08,2732
591,Chicago Bulls,NBA,"$6,404,750",2008-09,2732
592,Detroit Pistons,NBA,"$10,000,000",2009-10,2732
593,Detroit Pistons,NBA,"$10,800,000",2010-11,2732
594,Detroit Pistons,NBA,"$11,600,000",2011-12,2732
595,Charlotte Bobcats,NBA,"$12,400,000",2012-13,2732
596,Charlotte Bobcats,NBA,"$13,200,000",2013-14,2732
597,Orlando Magic,NBA,"$4,500,000",2014-15,2732
598,(may be incomplete),,"$84,617,019",Career,2732
599,Los Angeles Lakers,NBA,"$1,650,000",2014-15,203527
600,Los Angeles Lakers,NBA,"$1,724,250",2015-16,203527
601,Atlanta Hawks,NBA,"$418,228",2016-17,203527
602,(may be incomplete),,"$3,792,478",Career,203527
603,Atlanta Hawks,NBA,"$1,250,000",2014-15,203544
604,(may be incomplete),,"$1,250,000",Career,203544
605,Dallas Mavericks,NBA,"$412,718",2006-07,200826
606,Dallas Mavericks,NBA,"$687,456",2007-08,200826
607,Dallas Mavericks,NBA,"$1,500,000",2008-09,200826
608,Dallas Mavericks,NBA,"$1,657,500",2009-10,200826
609,Dallas Mavericks,NBA,"$1,815,000",2010-11,200826
610,Minnesota Timberwolves,NBA,"$4,300,000",2011-12,200826
611,Minnesota Timberwolves,NBA,"$4,493,500",2012-13,200826
612,Minnesota Timberwolves,NBA,"$4,687,000",2013-14,200826
613,Dallas Mavericks,NBA,"$1,310,286",2014-15,200826
614,Dallas Mavericks,NBA,"$4,000,000",2015-16,200826
615,Dallas Mavericks,NBA,"$4,096,950",2016-17,200826
616,Dallas Mavericks,NBA,"$3,903,900",2017-18,200826
617,Dallas Mavericks,NBA,"$3,710,850",2018-19,200826
618,Dallas Mavericks,NBA,"$2,564,753",2019-20,200826
619,(may be incomplete),,"$39,139,913",Career,200826
620,Philadelphia 76ers,NBA,"$507,336",2014-15,203960
621,Philadelphia 76ers,NBA,"$845,059",2015-16,203960
622,Denver Nuggets,NBA,"$285,489",2015-16,203960
623,Sacramento Kings,NBA,< $Minimum,2017-18,203960
624,Chicago Bulls,NBA,"$88,531",2018-19,203960
625,Indiana Pacers,NBA,"$1,737,145",2019-20,203960
626,(may be incomplete),,"$3,463,560",Career,203960
627,Denver Nuggets,NBA,"$1,519,200",2014-15,203914
628,Denver Nuggets,NBA,"$1,587,480",2015-16,203914
629,Denver Nuggets,NBA,"$1,655,880",2016-17,203914
630,Denver Nuggets,NBA,"$2,550,055",2017-18,203914
631,Denver Nuggets,NBA,"$16,517,857",2018-19,203914
632,Denver Nuggets,NBA,"$17,839,286",2019-20,203914
633,(may be incomplete),,"$41,669,758",Career,203914
634,Philadelphia 76ers,NBA,"$2,582,160",2019-20,1629680
635,(may be incomplete),,"$2,582,160",Career,1629680
636,Los Angeles Lakers,NBA,"$192,228",2012-13,203130
637,(may be incomplete),,"$192,228",Career,203130
638,Atlanta Hawks,NBA,"$1,936,920",2017-18,1628381
639,Atlanta Hawks,NBA,"$2,299,080",2018-19,1628381
640,Atlanta Hawks,NBA,"$2,686,560",2019-20,1628381
641,(may be incomplete),,"$6,922,560",Career,1628381
642,Cleveland Cavaliers,NBA,"$788,000",2004-05,2760
643,Cleveland Cavaliers,NBA,"$866,800",2005-06,2760
644,Cleveland Cavaliers,NBA,"$945,600",2006-07,2760
645,Cleveland Cavaliers,NBA,"$5,356,000",2007-08,2760
646,Cleveland Cavaliers,NBA,"$5,784,480",2008-09,2760
647,Cleveland Cavaliers,NBA,"$6,300,000",2009-10,2760
648,Cleveland Cavaliers,NBA,"$7,281,818",2010-11,2760
649,Cleveland Cavaliers,NBA,"$7,700,000",2011-12,2760
650,Cleveland Cavaliers,NBA,"$8,368,182",2012-13,2760
651,Cleveland Cavaliers,NBA,"$9,036,364",2013-14,2760
652,Cleveland Cavaliers,NBA,"$9,704,595",2014-15,2760
653,Portland Trail Blazers,NBA,"$9,638,554",2015-16,2760
654,Golden State Warriors,NBA,"$458,575",2015-16,2760
655,Portland Trail Blazers,NBA,"$1,984,005",2016-17,2760
656,Golden State Warriors,NBA,"$1,551,659",2016-17,2760
657,Portland Trail Blazers,NBA,"$1,913,345",2017-18,2760
658,Portland Trail Blazers,NBA,"$1,913,345",2018-19,2760
659,Portland Trail Blazers,NBA,"$1,913,345",2019-20,2760
660,(may be incomplete),,"$81,504,667",Career,2760
661,Sacramento Kings,NBA,"$1,859,400",2017-18,1628385
662,Sacramento Kings,NBA,"$2,207,040",2018-19,1628385
663,Sacramento Kings,NBA,"$2,578,800",2019-20,1628385
664,(may be incomplete),,"$6,645,240",Career,1628385
665,Utah Jazz,NBA,"$152,200",2014-15,203955
666,San Antonio Spurs,NBA,"$50,000",2014-15,203955
667,Phoenix Suns,NBA,"$228,663",2015-16,203955
668,Memphis Grizzlies,NBA,"$64,622",2015-16,203955
669,(may be incomplete),,"$495,485",Career,203955
670,Chicago Bulls,NBA,"$2,277,960",2014-15,203926
671,Chicago Bulls,NBA,"$2,380,440",2015-16,203926
672,Oklahoma City Thunder,NBA,"$2,483,040",2016-17,203926
673,Dallas Mavericks,NBA,"$3,294,994",2017-18,203926
674,Indiana Pacers,NBA,"$7,333,334",2018-19,203926
675,Indiana Pacers,NBA,"$7,333,334",2019-20,203926
676,(may be incomplete),,"$25,103,102",Career,203926
677,Los Angeles Lakers,NBA,"$473,604",2012-13,203135
678,Los Angeles Lakers,NBA,"$788,872",2013-14,203135
679,Los Angeles Lakers,NBA,"$915,243",2014-15,203135
680,Los Angeles Lakers,NBA,"$981,348",2015-16,203135
681,(may be incomplete),,"$3,159,067",Career,203135
682,Atlanta Hawks,NBA,"$1,400,000",2019-20,1628981
683,(may be incomplete),,"$1,400,000",Career,1628981
684,Sacramento Kings,NBA,"$3,610,080",2009-10,201936
685,Sacramento Kings,NBA,"$3,880,920",2010-11,201936
686,Sacramento Kings,NBA,"$4,151,640",2011-12,201936
687,Sacramento Kings,NBA,"$5,251,825",2012-13,201936
688,New Orleans Pelicans,NBA,"$10,300,000",2013-14,201936
689,New Orleans Pelicans,NBA,"$10,763,500",2014-15,201936
690,New Orleans Pelicans,NBA,"$11,227,000",2015-16,201936
691,Sacramento Kings,NBA,"$10,661,286",2016-17,201936
692,Memphis Grizzlies,NBA,"$3,290,000",2017-18,201936
693,Indiana Pacers,NBA,"$12,400,000",2018-19,201936
694,(may be incomplete),,"$75,536,251",Career,201936
695,Sacramento Kings,NBA,"$816,482",2014-15,203492
696,San Antonio Spurs,NBA,"$947,276",2015-16,203492
697,Memphis Grizzlies,NBA,"$111,444",2015-16,203492
698,Charlotte Hornets,NBA,"$119,494",2016-17,203492
699,Detroit Pistons,NBA,"$11,949",2016-17,203492
700,(may be incomplete),,"$2,006,645",Career,203492
701,Portland Trail Blazers,NBA,"$1,254,720",2010-11,202343
702,Portland Trail Blazers,NBA,"$1,348,800",2011-12,202343
703,Portland Trail Blazers,NBA,"$1,442,880",2012-13,202343
704,New Orleans Pelicans,NBA,"$107,676",2014-15,202343
705,Utah Jazz,NBA,"$53,838",2014-15,202343
706,Charlotte Hornets,NBA,"$53,838",2014-15,202343
707,Charlotte Hornets,NBA,"$80,000",2015-16,202343
708,Memphis Grizzlies,NBA,"$55,722",2015-16,202343
709,Golden State Warriors,NBA,"$250,000",2016-17,202343
710,(may be incomplete),,"$4,647,474",Career,202343
711,Milwaukee Bucks,NBA,"$98,637",2010-11,202066
712,San Antonio Spurs,NBA,"$71,736",2010-11,202066
713,Washington Wizards,NBA,"$572,943",2012-13,202066
714,Washington Wizards,NBA,"$916,099",2013-14,202066
715,Washington Wizards,NBA,"$981,084",2014-15,202066
716,Washington Wizards,NBA,"$1,100,602",2015-16,202066
717,Sacramento Kings,NBA,"$8,000,000",2016-17,202066
718,Sacramento Kings,NBA,"$8,000,000",2017-18,202066
719,Los Angeles Clippers,NBA,"$8,000,000",2018-19,202066
720,Brooklyn Nets,NBA,"$4,767,000",2019-20,202066
721,(may be incomplete),,"$32,508,101",Career,202066
722,Houston Rockets,NBA,"$596,873",2018-19,1629109
723,Orlando Magic,NBA,"$718,765",2019-20,1629109
724,Houston Rockets,NBA,"$708,426",2019-20,1629109
725,(may be incomplete),,"$2,024,064",Career,1629109
726,Atlanta Hawks,NBA,"$1,373,880",2009-10,201952
727,Atlanta Hawks,NBA,"$1,476,840",2010-11,201952
728,Atlanta Hawks,NBA,"$1,579,920",2011-12,201952
729,Atlanta Hawks,NBA,"$2,433,077",2012-13,201952
730,Atlanta Hawks,NBA,"$8,000,000",2013-14,201952
731,Atlanta Hawks,NBA,"$8,000,000",2014-15,201952
732,Atlanta Hawks,NBA,"$8,000,000",2015-16,201952
733,Indiana Pacers,NBA,"$8,800,000",2016-17,201952
734,Minnesota Timberwolves,NBA,"$19,000,000",2017-18,201952
735,Minnesota Timberwolves,NBA,"$19,000,000",2018-19,201952
736,Atlanta Hawks,NBA,"$19,000,000",2019-20,201952
737,(may be incomplete),,"$96,663,717",Career,201952
738,Toronto Raptors,NBA,"$898,310",2019-20,1629744
739,(may be incomplete),,"$898,310",Career,1629744
740,Indiana Pacers,NBA,"$366,931",2003-04,2592
741,Indiana Pacers,NBA,"$620,046",2004-05,2592
742,Phoenix Suns,NBA,"$2,400,000",2005-06,2592
743,Phoenix Suns,NBA,"$2,650,000",2006-07,2592
744,Portland Trail Blazers,NBA,"$2,900,000",2007-08,2592
745,Miami Heat,NBA,"$4,010,000",2008-09,2592
746,Miami Heat,NBA,"$4,320,000",2009-10,2592
747,Miami Heat,NBA,"$1,069,509",2010-11,2592
748,Miami Heat,NBA,"$1,500,000",2011-12,2592
749,Miami Heat,NBA,"$1,500,000",2012-13,2592
750,Cleveland Cavaliers,NBA,"$1,448,490",2014-15,2592
751,Cleveland Cavaliers,NBA,"$1,499,000",2015-16,2592
752,Cleveland Cavaliers,NBA,"$1,551,659",2016-17,2592
753,(may be incomplete),,"$25,835,635",Career,2592
754,Denver Nuggets,NBA,"$1,579,440",2017-18,1628399
755,Denver Nuggets,NBA,"$1,874,640",2018-19,1628399
756,Sacramento Kings,NBA,"$50,000",2019-20,1628399
757,(may be incomplete),,"$3,504,080",Career,1628399
758,Los Angeles Lakers,NBA,"$48,028",2014-15,202779
759,Detroit Pistons,NBA,"$748,160",2017-18,202779
760,(may be incomplete),,"$796,188",Career,202779
761,New Orleans Pelicans,NBA,"$543,471",2016-17,1627767
762,New Orleans Pelicans,NBA,"$1,312,611",2017-18,1627767
763,New Orleans Pelicans,NBA,"$1,544,951",2018-19,1627767
764,Phoenix Suns,NBA,"$1,678,854",2019-20,1627767
765,(may be incomplete),,"$5,079,887",Career,1627767
766,Phoenix Suns,NBA,"$3,492,720",2013-14,203458
767,Phoenix Suns,NBA,"$3,649,920",2014-15,203458
768,Phoenix Suns,NBA,"$3,807,120",2015-16,203458
769,Phoenix Suns,NBA,"$4,823,621",2016-17,203458
770,Phoenix Suns,NBA,"$4,187,599",2017-18,203458
771,Atlanta Hawks,NBA,"$4,350,000",2018-19,203458
772,Sacramento Kings,NBA,"$4,160,000",2019-20,203458
773,(may be incomplete),,"$28,470,980",Career,203458
774,Toronto Raptors,NBA,"$2,360,880",2005-06,101111
775,Milwaukee Bucks,NBA,"$2,537,880",2006-07,101111
776,Milwaukee Bucks,NBA,"$2,715,000",2007-08,101111
777,Milwaukee Bucks,NBA,"$3,448,050",2008-09,101111
778,Detroit Pistons,NBA,"$6,500,000",2009-10,101111
779,Detroit Pistons,NBA,"$7,020,000",2010-11,101111
780,Detroit Pistons,NBA,"$7,540,000",2011-12,101111
781,Detroit Pistons,NBA,"$8,060,000",2012-13,101111
782,Detroit Pistons,NBA,"$8,580,000",2013-14,101111
783,Dallas Mavericks,NBA,"$1,316,809",2014-15,101111
784,Dallas Mavericks,NBA,"$1,499,187",2015-16,101111
785,(may be incomplete),,"$51,577,806",Career,101111
786,Denver Nuggets,NBA,< $Minimum,2017-18,1628420
787,Denver Nuggets,NBA,"$1,349,383",2018-19,1628420
788,Denver Nuggets,NBA,"$1,588,231",2019-20,1628420
789,(may be incomplete),,"$2,937,614",Career,1628420
790,Los Angeles Lakers,NBA,"$898,310",2019-20,1629659
791,(may be incomplete),,"$898,310",Career,1629659
792,Boston Celtics,NBA,"$74,159",2017-18,202918
793,(may be incomplete),,"$74,159",Career,202918
794,Brooklyn Nets,NBA,"$101,504",2019-20,1629743
795,Detroit Pistons,NBA,"$101,504",2019-20,1629743
796,(may be incomplete),,"$203,008",Career,1629743
797,Memphis Grizzlies,NBA,"$838,464",2018-19,1628975
798,Phoenix Suns,NBA,"$1,416,852",2019-20,1628975
799,(may be incomplete),,"$2,255,316",Career,1628975
800,Brooklyn Nets,NBA,"$473,604",2012-13,203129
801,Brooklyn Nets,NBA,"$788,872",2013-14,203129
802,Chicago Bulls,NBA,,2014-15,203129
803,(may be incomplete),,"$1,262,476",Career,203129
804,Atlanta Hawks,NBA,< $Minimum,2019-20,1629718
805,(may be incomplete),,$0,Career,1629718
806,Philadelphia 76ers,NBA,"$816,482",2014-15,203477
807,Philadelphia 76ers,NBA,"$947,276",2015-16,203477
808,Chicago Bulls,NBA,"$1,015,696",2016-17,203477
809,Phoenix Suns,NBA,"$997,547",2017-18,203477
810,Chicago Bulls,NBA,"$200,000",2017-18,203477
811,Houston Rockets,NBA,"$53,465",2017-18,203477
812,Phoenix Suns,NBA,"$456,733",2018-19,203477
813,Minnesota Timberwolves,NBA,"$198,580",2018-19,203477
814,Milwaukee Bucks,NBA,"$99,290",2018-19,203477
815,(may be incomplete),,"$4,785,069",Career,203477
816,Golden State Warriors,NBA,"$2,425,440",2001-02,2202
817,Golden State Warriors,NBA,"$2,607,360",2002-03,2202
818,Golden State Warriors,NBA,"$2,789,280",2003-04,2202
819,Golden State Warriors,NBA,"$3,534,018",2004-05,2202
820,Golden State Warriors,NBA,"$8,888,888",2005-06,2202
821,Golden State Warriors,NBA,"$9,999,999",2006-07,2202
822,Charlotte Bobcats,NBA,"$11,111,110",2007-08,2202
823,Phoenix Suns,NBA,"$12,222,221",2008-09,2202
824,Phoenix Suns,NBA,"$13,333,333",2009-10,2202
825,Orlando Magic,NBA,"$14,444,444",2010-11,2202
826,Orlando Magic,NBA,"$5,395,000",2011-12,2202
827,Philadelphia 76ers,NBA,"$5,799,625",2012-13,2202
828,Philadelphia 76ers,NBA,"$6,204,250",2013-14,2202
829,Philadelphia 76ers,NBA,"$6,601,125",2014-15,2202
830,(may be incomplete),,"$105,356,093",Career,2202
831,Orlando Magic,NBA,"$161,280",2017-18,1628681
832,(may be incomplete),,"$161,280",Career,1628681
833,Golden State Warriors,NBA,"$650,000",2011-12,202719
834,Atlanta Hawks,NBA,"$762,195",2012-13,202719
835,New York Knicks,NBA,"$884,293",2013-14,202719
836,Atlanta Hawks,NBA,"$100,000",2013-14,202719
837,(may be incomplete),,"$2,396,488",Career,202719
838,Orlando Magic,NBA,"$838,464",2018-19,1628515
839,(may be incomplete),,"$838,464",Career,1628515
840,Atlanta Hawks,NBA,"$675,000",2006-07,200780
841,Atlanta Hawks,NBA,"$729,000",2007-08,200780
842,Atlanta Hawks,NBA,"$797,581",2008-09,200780
843,Indiana Pacers,NBA,"$1,620,000",2009-10,200780
844,Indiana Pacers,NBA,"$1,500,000",2010-11,200780
845,Los Angeles Clippers,NBA,"$280,234",2011-12,200780
846,New Orleans Hornets,NBA,"$160,119",2011-12,200780
847,(may be incomplete),,"$5,761,934",Career,200780
848,Washington Wizards,NBA,"$395,866",2019-20,1629620
849,(may be incomplete),,"$395,866",Career,1629620
850,Golden State Warriors,NBA,"$2,798,040",2012-13,203084
851,Golden State Warriors,NBA,"$2,923,920",2013-14,203084
852,Golden State Warriors,NBA,"$3,049,920",2014-15,203084
853,Golden State Warriors,NBA,"$3,873,398",2015-16,203084
854,Dallas Mavericks,NBA,"$22,116,750",2016-17,203084
855,Dallas Mavericks,NBA,"$23,112,004",2017-18,203084
856,Sacramento Kings,NBA,"$24,107,258",2018-19,203084
857,Sacramento Kings,NBA,"$24,147,727",2019-20,203084
858,(may be incomplete),,"$106,129,017",Career,203084
859,Denver Nuggets,NBA,"$1,361,400",2012-13,203095
860,Denver Nuggets,NBA,"$1,422,720",2013-14,203095
